Time (sec),Run Time (sec),Heater Set (C),Heater Duty (0-1),Filament Feed Rate Set (RPS),Spool Wind Rate Set (RPS),Spool Duty (0-1),Wind B-F Speed (PPS),Filament Diameter Set (mm),Heater Actual (C),Filament Feed Rate Actual (RPS),Spool Wind Rate Actual (RPS),Wind Direction (R/L),Wind Count (#),Filament Diameter Actual (mm),Total Fiber Produced (m),Heater Current (mA),Spool DC Motor Current (mA),Stepper and 12V Current (mA),Total Power (W),Total Energy Used (Wh)
1590504588,111.0031207,80,0.67,0,0,0,0,0,70.84,0,0,1,1,0,0,4471.4,2.49,565.4,60.47148,2.239400324
1590504589,112.001981,80,0.6552,0,0,0,0,0,71.12,0,0,1,1,0,0,4414.2,2.46,531.8,59.38152,2.255858437
1590504590,113.0031242,80,0.6464,0,0,0,0,0,71.62,0,0,1,1,0,0,4167.6,2,550.6,59.09172,2.271181026
1590504591,114.0021067,80,0.6264,0,0,0,0,0,71.95,0,0,1,1,0,0,4127,33.73,505.2,55.99116,2.287178842
1590504592,114.9981709,80,0.6112,0,0,0,0,0,72.34,0,0,1,1,0,0,4080.6,2.58,557.4,55.68696,2.302783955
1590504593,116.0010488,80,0.5948,0,0,0,0,0,72.74,0,0,1,1,0,0,3882,2.73,519.2,52.36944,2.317063317
1590504594,117.0028656,80,0.5792,0,0,0,0,0,73.07,0,0,1,1,0,0,3711.8,2.53,526.6,50.89116,2.332069077
1590504595,118.0042021,80,0.5652,0,0,0,0,0,73.37,0,0,1,1,0,0,3676,2.82,520.6,50.39304,2.34651193
1590504596,119.006119,80,0.5584,0,0,0,0,0,73.68,0,0,1,1,0,0,3576,2.57,523.8,49.22844,2.360873533
1590504597,119.9985645,80,0.5408,0,0,0,0,0,74.13,0,0,1,1,0,0,3540.8,2.91,554.6,49.51908,2.37406908
1590504598,120.9991379,80,0.5284,0,0,0,0,0,74.33,0,0,1,1,0,0,3592,2.52,576.8,50.05584,2.388090503
1590504599,121.9982274,80,0.5164,0,0,0,0,0,74.66,0,0,1,1,0,0,3363.8,2.54,521.6,46.65528,2.401575171
1590504600,123.0101058,80,0.5008,0,0,0,0,0,74.98,0,0,1,1,0,0,3196.2,2.95,539.2,44.8602,2.414702754
1590504601,124.0101938,80,0.4848,0,0,0,0,0,75.38,0,0,1,1,0,0,3266.6,2.64,515.4,45.41568,2.42672939
1590504602,125.0030265,80,0.4832,0,0,0,0,0,75.55,0,0,1,1,0,0,3145.6,2.65,558.8,44.4846,2.439425611
1590504603,126.0051508,80,0.4692,0,0,0,0,0,75.8,0,0,1,1,0,0,3194.6,2.52,493.4,44.28624,2.451845676
1590504604,127.0011187,80,0.462,0,0,0,0,0,76.05,0,0,1,1,0,0,3024.4,2.48,548.4,42.90336,2.463263666
1590504605,128.0026004,80,0.4488,0,0,0,0,0,76.3,0,0,1,1,0,0,2992.2,3.24,542.2,42.45168,2.475456534
1590504606,128.999984,80,0.4384,0,0,0,0,0,76.52,0,0,1,1,0,0,2806.6,2.55,554.6,40.365,2.486701293
1590504607,130.0043006,80,0.428,0,0,0,0,0,76.8,0,0,1,1,0,0,2893.4,3.25,512.4,40.9086,2.498170736
1590504608,131.0021379,80,0.4264,0,0,0,0,0,76.95,0,0,1,1,0,0,2897.6,2.66,514.8,40.98072,2.50963132
1590504609,132.0002286,80,0.4136,0,0,0,0,0,77.19,0,0,1,1,0,0,2615,2.6,564,39.69492,2.520122274
1590504610,133.0037315,80,0.4036,0,0,0,0,0,77.39,0,0,1,1,0,0,2676,2.58,563.4,38.95884,2.530982213
1590504611,134.0080693,80,0.4012,0,0,0,0,0,77.5,0,0,1,1,0,0,2691.4,2.52,509,38.43504,2.541962575
1590504612,135.0070219,80,0.3876,0,0,0,0,0,77.81,0,0,1,1,0,0,2654.8,2.26,567.2,38.69112,2.552921212
1590504613,136.0090048,80,0.3876,0,0,0,0,0,77.95,0,0,1,1,0,0,2627.6,2.57,556.6,38.28768,2.562656578
1590504614,137.0085599,80,0.3788,0,0,0,0,0,78.03,0,0,1,1,0,0,2588,2.81,504.8,37.14732,2.57306327
1590504615,138.012074,80,0.3716,0,0,0,0,0,78.25,0,0,1,1,0,0,2547.2,2.67,519,36.82644,2.583450045
1590504616,139.0050879,80,0.3696,0,0,0,0,0,78.39,0,0,1,1,0,0,2496.2,2.63,534.8,36.67068,2.592980382
1590504617,140.0048087,80,0.3596,0,0,0,0,0,78.53,0,0,1,1,0,0,2463.8,2.64,568.2,36.41568,2.603052977
1590504618,141.0038786,80,0.3552,0,0,0,0,0,78.65,0,0,1,1,0,0,2428.2,3.23,513.2,35.33556,2.612926416
1590504619,142.0016088,80,0.3552,0,0,0,0,0,78.7,0,0,1,1,0,0,2217.6,2.23,498,36.14976,2.621985605
1590504620,143.0011122,80,0.3496,0,0,0,0,0,78.88,0,0,1,1,0,0,2394.6,2.31,522,35.02692,2.631714279
1590504621,144.0055699,80,0.3452,0,0,0,0,0,78.97,0,0,1,1,0,0,2281,2.98,537.2,33.85416,2.641338733
1590504622,145.0051079,80,0.3416,0,0,0,0,0,78.97,0,0,1,1,0.151,0,2338.8,3,517.8,34.3152,2.650903493
1590504623,146.0031114,80,0.3344,0,0,0,0,0,79.09,0,0,1,1,0.157,0,2167.4,2.31,504.6,32.09172,2.65966916
1590504624,147.0041401,80,0.3304,0,0,0,0,0,79.16,0,0,1,1,0.132,0,2264.6,2.86,506,33.28152,2.669050844
1590504625,148.0031912,80,0.3264,0,0,0,0,0,79.34,0,0,1,1,0.146,0,2268,2.68,577.8,34.18176,2.678253972
1590504626,149.0069952,80,0.3272,0,0,0,0,0,79.41,0,0,1,1,0.135,0,2087,2.68,499.6,30.6126,2.686775478
1590504627,150.0009899,80,0.3236,0,0,0,0,0,79.43,0,0,1,1,0.137,0,2233.8,2.96,527.8,33.17472,2.696099658
1590504628,151.001138,80,0.3212,0,0,0,0,0,79.45,0,0,1,1,0.173,0,2210,2.82,529.6,32.90904,2.705479477
1590504629,151.9987864,80,0.318,0,0,0,0,0,79.5,0,0,1,1,0,0,2190.6,2.91,489.2,32.88756,2.713919518
1590504630,153.005923,80,0.3148,0,0,0,0,0,79.62,0,0,1,1,0.141,0,2123,2.66,565.8,32.29752,2.722829329
1590504631,154.0036392,80,0.3136,0,0,0,0,0,79.66,0,0,1,1,0.153,0,2135.6,2.59,529.6,32.01348,2.731718153
1590504632,155.0021315,80,0.3144,0.0005,0,0,0,0,79.66,0.0005,0,1,1,0.134,0,2077.6,2.75,530,29.9016,2.74022918
1590504633,156.0011864,80,0.3132,0.0005,0,0,0,0,79.7,0.0005,0,1,1,0.158,0,1940.8,2.41,513.8,29.48412,2.749117305
1590504634,157.0018804,80,0.3112,0.0005,0,0,0,0,79.74,0.0005,0,1,1,0.138,0,2018.8,3.05,531.2,30.6366,2.757958158
1590504635,158.0088363,80,0.308,0.0005,0,0,0,0,79.78,0.0005,0,1,1,0.125,0,2128.8,2.56,520,29.00484,2.76615513
1590504636,159.0096536,80,0.3104,0.0005,0,0,0,0,79.75,0.0005,0,1,1,0.131,0,2056,2.36,526.2,31.01472,2.774931785
1590504637,160.0100167,80,0.308,0.0005,0,0,0,0,79.8,0.0005,0,1,1,0.137,0,1974,3.18,516.4,29.92296,2.783586611
1590504638,161.0119622,80,0.3076,0.0005,0,0,0,0,79.83,0.0005,0,1,1,0.126,0,1957.8,2.53,545.4,31.92984,2.792016795
1590504639,162.0119054,80,0.3056,0.0005,0,0,0,0,79.8,0.0005,0,1,1,0.145,0,2103.8,2.52,551.6,31.89504,2.800747835
1590504640,163.007442,80,0.3064,0.0005,0,0,0,0,79.89,0.0005,0,1,1,0.128,0,2113.2,3.09,516.2,31.58988,2.809442376
1590504641,164.0070302,80,0.3088,0.0005,0,0,0,0,79.81,0.0005,0,1,1,2.797,0,2129.4,2.43,546.8,31.5138,2.817564143
1590504642,164.9980006,80,0.3068,0.0005,0,0,0,0,79.83,0.0005,0,1,1,0.68,0,2067.2,2.49,541.8,31.33788,2.826379518
1590504643,165.9979355,80,0.3048,0.0005,0,0,0,0,79.88,0.0005,0,1,1,0.402,0,2108.2,3,541.8,31.836,2.835076317
1590504644,166.9998181,80,0.3056,0.0005,0,0,0,0,79.81,0.0005,0,1,1,0.417,0,2079.6,2.15,553.2,31.81272,2.843409243
1590504645,168.005168,80,0.3056,0.0005,0,0,0,0,79.78,0.0005,0,1,1,0.258,0,2051.4,2.86,534,31.05912,2.85225474
1590504646,169.0061698,80,0.3064,0.0005,0,0,0,0,79.88,0.0005,0,1,1,0.234,0,1948.4,2.92,544,29.94384,2.861004957
1590504647,170.007165,80,0.3076,0.0005,0,0,0,0,79.83,0.0005,0,1,1,0.281,0,2036.2,2.03,590.6,31.54596,2.870058115
1590504648,171.0087173,80,0.3068,0.0005,0,0,0,0,79.74,0.0005,0,1,1,0.245,0,2003.2,2.55,552.6,30.489,2.878145571
1590504649,172.0042758,80,0.308,0.0005,0,0,0,0,79.8,0.0005,0,1,1,0.303,0,2126.2,2.73,546,32.09916,2.887043651
1590504650,173.0046961,80,0.3092,0.0005,0,0,0,0,79.8,0.0005,0,1,1,0.119,0,2049.8,2.64,533.4,31.03008,2.895964971
1590504651,174.0050616,80,0.3092,0.0005,0,0,0,0,79.76,0.0005,0,1,1,0.119,0,2125.4,2.75,513,31.8558,2.904004861
1590504652,175.0073099,80,0.3104,0.0005,0,0,0,0,79.74,0.0005,0,1,1,0.126,0,2006.4,2.73,536.2,30.54396,2.912925592
1590504653,176.0087852,80,0.31,0.0005,0,0,0,0,79.75,0.0005,0,1,1,0.124,0,2144.2,2.57,522.2,32.02764,2.921795868
1590504654,177.0030358,80,0.3112,0.0005,0,0,0,0,79.72,0.0005,0,1,1,0,0,1973.2,3.09,519.4,28.9794,2.930049726
1590504655,178.0051847,80,0.3112,0.0005,0,0,0,0,79.72,0.0005,0,1,1,0.151,0,1981.2,2.7,532.4,30.1956,2.938784379
1590504656,179.0059679,80,0.3136,0.0005,0,0,0,0,79.75,0.0005,0,1,1,0.174,0,2162.2,3.05,524.6,32.2782,2.947591739
1590504657,179.9990356,80,0.312,0.0005,0,0,0,0,79.67,0.0005,0,1,1,0.147,0,2156.2,2.5,534.4,32.3172,2.956421999
1590504658,181.0043719,80,0.3152,0.0005,0.25,0,0,0,79.61,0.0005,0,1,1,0,0,2153.6,2.66,530.2,32.61096,2.964758462
1590504659,182.0066233,80,0.312,0.0005,0.25,0.085456934,0,0,79.69,0.0005,0.068686905,1,1,0.138,0.010155701,-0.2,41.42,539.4,6.96744,2.973153961
1590504660,183.011847,80,0.3164,0.0005,0.25,0.147156204,0,0,79.53,0.0005,0.174005952,1,1,0.223,0.031522761,2168.8,46.22,516,32.77224,2.982022039
1590504661,184.0118937,80,0.3156,0.0005,0.25,0.165966082,0,0,79.61,0.0005,0.210679762,1,1,0.206,0.058832451,2173.6,49.08,502.2,32.69856,2.991176078
1590504662,185.0101516,80,0.3164,0.0005,0.25,0.170148767,0,0,79.59,0.0005,0.247271429,1,1,0.203,0.097580921,2169,49.75,527.4,32.9538,2.999996661
1590504663,186.0068009,80,0.32,0.0005,0.25,0.174028919,0,0,79.58,0.0005,0.2473,1,1,0.339,0.120138643,2136,50.81,568,33.05772,3.009030138
1590504664,187.0079372,80,0.318,0.0005,0.25,0.174634229,0,0,79.52,0.0005,0.242711905,1,1,0,0.130695381,2116,52.99,566,32.96868,3.017608392
1590504665,188.0092049,80,0.32,0.0005,0.25,0.175150896,0,0,79.5,0.0005,0.247271429,1,1,0,0.130695381,2014.6,51.71,558.8,31.50132,3.026668913
1590504666,189.0081801,80,0.318,0.0005,0.25,0.171921129,0,0,79.52,0.0005,0.251753571,1,1,0,0.130695381,2052.2,50.2,571.2,32.0832,3.036001081
1590504667,190.0081842,80,0.3192,0.0005,0.25,0.171979802,0,0,79.52,0.0005,0.247271429,1,1,0,0.13362342,2052,49.91,570.6,32.07012,3.045211972
1590504668,191.0053923,80,0.322,0.0005,0.25,0.173272751,0,0,79.45,0.0005,0.242664286,1,1,0.201,0.137464355,2213.6,50.67,583.8,34.17684,3.054349833
1590504669,192.0061471,80,0.3272,0.0005,0.25,0.174514209,0,0,79.43,0.0005,0.25185119,1,1,0.133,0.199812557,2033.6,51.46,549,31.60872,3.063573096
1590504670,193.0081372,80,0.3236,0.0005,0.25,0.172930254,0,0,79.43,0.0005,0.251889286,1,1,0.141,0.271880217,2233,48.87,513,33.53844,3.072164235
1590504671,194.0098772,80,0.326,0.0005,0.25,0.171354586,0,0,79.44,0.0005,0.247214286,1,1,0.157,0.331016824,2070.4,50.82,552.8,32.08824,3.08152924
1590504672,195.0109632,80,0.3236,0.0005,0.25,0.172372636,0,0,79.39,0.0005,0.25185119,1,1,0.164,0.383562213,2091.6,51.07,493.8,31.63764,3.09063482
1590504673,196.006263,80,0.3268,0.0005,0.25,0.172496333,0,0,79.43,0.0005,0.25185119,1,1,0.139,0.435198096,2244.4,50,520.6,33.78,3.09976433
1590504674,197.0076258,80,0.3272,0.0005,0.25,0.170618726,0,0,79.32,0.0005,0.25185119,1,1,0.208,0.481524793,2063.2,48.69,503.8,31.38828,3.108825084
1590504675,198.0114777,80,0.3244,0.0005,0.25,0.169027499,0,0,79.36,0.0005,0.251377381,1,1,0.147,0.525073188,2201.2,50.42,521.2,31.1736,3.117303065
1590504676,198.9992263,80,0.3228,0.0005,0.25,0.171498937,0,0,79.35,0.0005,0.242664286,1,1,0,0.57088603,2213.4,51.04,483.8,32.97888,3.126533458
