Time (sec),Run Time (sec),Heater Set (C),Heater Duty (0-1),Filament Feed Rate Set (RPS),Spool Wind Rate Set (RPS),Spool Duty (0-1),Wind B-F Speed (PPS),Filament Diameter Set (mm),Heater Actual (C),Filament Feed Rate Actual (RPS),Spool Wind Rate Actual (RPS),Wind Direction (R/L),Wind Count (#),Filament Diameter Actual (mm),Total Fiber Produced (m),Heater Current (mA),Spool DC Motor Current (mA),Stepper and 12V Current (mA),Total Power (W),Total Energy Used (Wh)
1586740725,30.03866076,90,0.07683644,0.0005,0.25,0.15390099,0,0,88.24,0.0005,0.251841667,1,1,0.335,0.257865762,581.4,45.89,511.8,13.66908,0.066865952
1586740726,30.54015398,90,0.079728842,0.0005,0.25,0.154488357,0,0,88.19,0.0005,0.24717619,1,1,0.338,0.263669522,581.8,46.06,496.8,13.49592,0.068567374
1586740726,31.04053497,90,0.083018481,0.0005,0.25,0.154170149,0,0,88.12,0.0005,0.25185119,1,1,0.35,0.269930706,536,45.62,483.2,12.77784,0.070484695
1586740727,31.54105568,90,0.083018481,0.0005,0.25,0.153881934,0,0,88.02,0.0005,0.251802381,1,1,0.355,0.275432549,623.8,45.79,502.6,13.2444,0.072308755
1586740727,32.04189181,90,0.087557871,0.0005,0.25,0.154451867,0,0,87.98,0.0005,0.24717619,1,1,0.357,0.281633642,653.6,45.92,481.8,14.17584,0.07442476
1586740728,32.54281998,90,0.089707105,0.0005,0.25,0.1548841,0,0,87.9,0.0005,0.251889286,1,1,0.352,0.2867922,668.8,45.8,515.2,14.52096,0.076201551
1586740728,33.0431006,90,0.091463806,0.0005,0.25,0.15502045,0,0,87.81,0.0005,0.247319048,1,1,0.344,0.293174943,634.2,45.59,534,14.56548,0.078392483
1586740729,33.54476237,90,0.098035026,0.0005,0.25,0.157036435,0,0,87.78,0.0005,0.242646429,1,1,0.332,0.298835423,725.8,47.41,520.4,15.42468,0.080263677
1586740729,34.04636264,90,0.100244233,0.0005,0.25,0.15583044,0,0,87.7,0.0005,0.247271429,1,1,0.327,0.306094133,665.8,45.98,501.2,14.55576,0.082560812
1586740730,34.54692149,90,0.102866798,0.0005,0.25,0.155944136,0,0,87.61,0.0005,0.247271429,1,1,0.322,0.31257001,762.4,45.59,522.6,15.85392,0.084596983
1586740730,35.04785752,90,0.106307791,0.0005,0.25,0.15538213,0,0,87.67,0.0005,0.25185119,1,1,0.317,0.319847409,693.6,46.41,525,15.18012,0.086860644
1586740731,35.54496741,90,0.110544294,0.0005,0.25,0.155098537,0,0,87.46,0.0005,0.25185119,1,1,0.312,0.326689838,816.4,46,509.2,15.50388,0.08893931
1586740731,36.045825,90,0.116042281,0.0005,0.25,0.155246963,0,0,87.45,0.0005,0.247280952,1,1,0.295,0.335184156,835.6,46.95,508.2,16.689,0.091378035
1586740732,36.54729056,90,0.119157541,0.0005,0.25,0.15611019,0,0,87.45,0.0005,0.247271429,1,1,0.291,0.342742083,864,46.78,558.2,17.24964,0.0934538
1586740732,37.04778075,90,0.121484654,0.0005,0.25,0.154656142,0,0,87.37,0.0005,0.247261905,1,1,0.289,0.351818684,852,44.97,528.6,17.10684,0.096011528
1586740733,37.54473114,90,0.123791268,0.0005,0.25,0.156412083,0,0,87.29,0.0005,0.247261905,1,1,0.276,0.359599084,827.8,46.97,516.4,16.69404,0.098096606
1586740733,38.04682207,90,0.124931172,0.0005,0.25,0.156837936,0,0,87.28,0.0005,0.25185119,1,1,0.273,0.369770484,894.4,46.16,536.6,17.72592,0.100717692
1586740734,38.54676795,90,0.124931172,0.0005,0.25,0.156961239,0,0,87.2,0.0005,0.247271429,1,1,0.268,0.379044224,909,47.19,510.8,16.88616,0.102973421
1586740734,39.04780006,90,0.128892712,0.0005,0.25,0.156660934,0,0,87.1,0.0005,0.25185119,1,1,0.265,0.389754388,827.6,46.81,512.4,16.64172,0.105500828
1586740735,39.54898286,90,0.135294439,0.0005,0.25,0.155188409,0,0,87.04,0.0005,0.251811905,1,1,0.255,0.399814234,977.4,44.71,547.8,18.05196,0.107904959
1586740735,40.0508256,90,0.136064254,0.0005,0.25,0.156251752,0,0,87.01,0.0005,0.247261905,1,1,0.251,0.41189103,928.2,46.49,509,17.80428,0.110715799
1586740736,40.55286908,90,0.138877582,0.0005,0.25,0.154086952,0,0,86.99,0.0005,0.256380952,1,1,0.259,0.423010004,991.4,46.06,557,19.13352,0.113408869
1586740736,41.05382109,90,0.142515987,0.0005,0.25,0.155427578,0,0,86.87,0.0005,0.251841667,1,1,0.261,0.433133573,908.4,46.09,504.8,17.51148,0.115819479
1586740737,41.55495477,90,0.147378668,0.0005,0.25,0.155780679,0,0,86.78,0.0005,0.247271429,1,1,0.256,0.442776514,1054.6,46.83,494.2,18.59076,0.118164826
1586740737,42.05593872,90,0.147804587,0.0005,0.25,0.157797371,0,0,86.84,0.0005,0.25185119,1,1,0.25,0.454800791,945,47.61,500.4,17.91612,0.121000048
1586740738,42.55693436,90,0.154306846,0.0005,0.25,0.156304753,0,0,86.76,0.0005,0.247271429,1,1,0.244,0.465731489,1103.2,45.9,504,18.56904,0.123490751
1586740738,43.05779767,90,0.157218473,0.0005,0.25,0.155732796,0,0,86.66,0.0005,0.251841667,1,1,0.251,0.478041198,1000,45.52,538,19.00224,0.126316185
1586740739,43.55821681,90,0.158134404,0.0005,0.25,0.154305531,0,0,86.64,0.0005,0.25185119,1,1,0.234,0.489846159,1077.2,44.38,492.6,19.37016,0.128931664
1586740739,44.05890203,90,0.161434948,0.0005,0.25,0.154922609,0,0,86.59,0.0005,0.25185119,1,1,0.225,0.50217643,1040.2,47.05,527.6,18.76464,0.131359182
1586740740,44.55983663,90,0.165592154,0.0005,0.25,0.155807131,0,0,86.52,0.0005,0.251841667,1,1,0.231,0.516803601,1156.4,47,511.8,20.5824,0.134402756
1586740740,45.06074452,90,0.167757077,0.0005,0.25,0.154782653,0,0,86.49,0.0005,0.247271429,1,1,0.236,0.531499543,1084.6,46.82,490.4,19.46184,0.137461372
1586740741,45.56213784,90,0.167757077,0.0005,0.25,0.155657392,0,0,86.47,0.0005,0.25185119,1,1,0.226,0.543429686,1198,47.55,530.4,21.3114,0.140031902
1586740741,46.0621438,90,0.171944524,0.0005,0.25,0.155362801,0,0,86.36,0.0005,0.25185119,1,1,0.227,0.556984226,1084.4,46.72,535.2,21.17436,0.142778391
1586740742,46.56283998,90,0.174908206,0.0005,0.25,0.15478591,0,0,86.34,0.0005,0.247166667,1,1,0.214,0.574204656,1177.8,45.92,488.2,20.54304,0.145957881
1586740742,47.06380868,90,0.177118669,0.0005,0.25,0.154493554,0,0,86.27,0.0005,0.251860714,1,1,0.255,0.58580267,1251.2,45.04,502.6,22.13064,0.148645985
1586740743,47.56425571,90,0.180946469,0.0005,0.25,0.153920802,0,0,86.2,0.0005,0.256420238,1,1,0.271,0.596843146,1222.8,45.24,465.6,20.80368,0.151884968
1586740743,48.06505275,90,0.184396044,0.0005,0.25,0.153831109,0,0,86.17,0.0005,0.247271429,1,1,0.263,0.606329343,1157.8,45.53,464.8,20.01756,0.154610296
1586740744,48.56588769,90,0.189830012,0.0005,0.25,0.153079654,0,0,86.06,0.0005,0.247261905,1,1,0.265,0.617503724,1346.4,45.68,511.4,22.84176,0.157950381
1586740744,49.06652045,90,0.190907444,0.0005,0.25,0.154408375,0,0,86.08,0.0005,0.247271429,1,1,0.244,0.628154907,1207.8,46.78,513.2,21.21336,0.160851826
1586740745,49.56668186,90,0.195607594,0.0005,0.25,0.154821949,0,0,86.08,0.0005,0.24722381,1,1,0.26,0.63834651,1384.2,47.28,492,21.91296,0.163681813
1586740745,50.06705499,90,0.196304947,0.0005,0.25,0.154530482,0,0,85.98,0.0005,0.251811905,1,1,0.269,0.649871822,1317.4,46.1,480.8,22.1316,0.167163456
1586740746,50.56854939,90,0.200179427,0.0005,0.25,0.15439061,0,0,85.94,0.0005,0.247242857,1,1,0.279,0.658350777,1228,46.38,483.2,21.09096,0.169915724
1586740746,51.06895709,90,0.203308444,0.0005,0.25,0.154810049,0,0,85.89,0.0005,0.2564,1,1,0.279,0.66853642,1265,45.57,490.6,21.61404,0.17339526
1586740747,51.56979513,90,0.203308444,0.0005,0.25,0.153780671,0,0,85.83,0.0005,0.256429762,1,1,0.269,0.67787853,1424.8,44.72,500,23.63424,0.176496504
1586740747,52.07006836,90,0.206857587,0.0005,0.25,0.154357625,0,0,85.81,0.0005,0.247271429,1,1,0.263,0.688306889,1451.8,45.72,542.2,24.47664,0.179911976
1586740748,52.57083893,90,0.209614887,0.0005,0.25,0.153607911,0,0,85.77,0.0005,0.25185119,1,1,0.271,0.697558256,1357.4,46.13,489.6,22.71756,0.183044454
1586740748,53.07176709,90,0.211939004,0.0005,0.25,0.154918265,0,0,85.76,0.0005,0.247271429,1,1,0.28,0.706143344,1364.2,47.39,515.4,24.1566,0.186067351
1586740749,53.57205033,90,0.215120884,0.0005,0.25,0.156545323,0,0,85.64,0.0005,0.25185119,1,1,0.277,0.716306543,1516.6,47.46,533.6,25.17192,0.189726184
1586740749,54.0728426,90,0.21670122,0.0005,0.25,0.158598422,0,0,85.62,0.0005,0.233445238,1,1,0.287,0.724946856,1501.8,50.02,511.6,24.76104,0.192988039
1586740750,54.57409501,90,0.22030454,0.0005,0.25,0.157565121,0,0,85.6,0.0005,0.256429762,1,1,0.283,0.734201589,1542,48.13,511.8,25.22316,0.1965827
1586740750,55.07488894,90,0.223068055,0.0005,0.25,0.154281628,0,0,85.56,0.0005,0.261009524,1,1,0.275,0.743082375,1454,43.51,503.4,24.01092,0.199900695
1586740751,55.57612848,90,0.227907257,0.0005,0.25,0.153156341,0,0,85.48,0.0005,0.256410714,1,1,0.265,0.752122225,1506.8,44.25,529,25.395,0.203073546
1586740751,56.07683945,90,0.231153804,0.0005,0.25,0.151028514,0,0,85.52,0.0005,0.256429762,1,1,0.259,0.763857688,1616.2,42.55,525.6,26.2122,0.206937977
1586740752,56.57781196,90,0.23280913,0.0005,0.25,0.149923307,0,0,85.35,0.0005,0.25185119,1,1,0.266,0.773436743,1476.8,43.44,531.2,26.16696,0.210250611
1586740752,57.07785869,90,0.234417465,0.0005,0.25,0.152097424,0,0,85.44,0.0005,0.238085714,1,1,0.278,0.783506144,1578.8,44.79,586.8,26.52468,0.214038408
1586740753,57.57875276,90,0.234417465,0.0005,0.25,0.152795643,0,0,85.35,0.0005,0.242692857,1,1,0.284,0.792101097,1628.4,46.63,532.8,24.87828,0.217431423
1586740753,58.07917809,90,0.239296277,0.0005,0.25,0.153189531,0,0,85.37,0.0005,0.251434524,1,1,0.284,0.80166189,1503.8,45.48,518.4,24.81216,0.221412383
1586740754,58.57979155,90,0.241382225,0.0005,0.25,0.153622001,0,0,85.3,0.0005,0.25185119,1,1,0.281,0.809772761,1491.8,45.48,535.6,25.6698,0.224771251
1586740754,59.08005714,90,0.247095497,0.0005,0.25,0.152589341,0,0,85.25,0.0005,0.25185119,1,1,0.286,0.819515614,1709.6,44.55,533.6,27.453,0.228842994
1586740755,59.58096457,90,0.247153557,0.0005,0.25,0.15202334,0,0,85.25,0.0005,0.251811905,1,1,0.291,0.827437888,1718.8,44.82,537.4,27.61224,0.232217934
1586740755,60.08182478,90,0.249268373,0.0005,0.25,0.152909195,0,0,85.16,0.0005,0.247271429,1,1,0.295,0.835371716,1597.2,46.73,501.6,25.5822,0.235747092
1586740756,60.58405805,90,0.250979988,0.0005,0.25,0.15256115,0,0,85.24,0.0005,0.247825,1,1,0.287,0.844609923,1749.6,46.58,504.6,27.60936,0.239893148
1586740756,61.08409715,90,0.256723937,0.0005,0.25,0.153438751,0,0,85.11,0.0005,0.247242857,1,1,0.274,0.852945216,1593.4,46.35,525.8,26.1414,0.24335746
1586740757,61.58480787,90,0.260032557,0.0005,0.25,0.154291063,0,0,85.09,0.0005,0.242692857,1,1,0.256,0.864220931,1644.8,46.83,528.4,26.64036,0.247387214
1586740757,62.08509994,90,0.259777491,0.0005,0.25,0.153973894,0,0,85.09,0.0005,0.251841667,1,1,0.252,0.874081191,1806.8,46.85,517.8,28.4574,0.250905113
1586740758,62.58565235,90,0.263541035,0.0005,0.25,0.154856565,0,0,85.01,0.0005,0.25185119,1,1,0.246,0.886943967,1832.4,46.44,534.4,28.95888,0.255186801
1586740758,63.08610153,90,0.269334797,0.0005,0.25,0.153384987,0,0,84.93,0.0005,0.25147381,1,1,0.242,0.898247941,1748.8,45.58,501.2,27.54696,0.258800453
1586740759,63.58686233,90,0.270675842,0.0005,0.25,0.152541202,0,0,84.93,0.0005,0.25185119,1,1,0.239,0.911240841,1858.4,44.65,532,29.2206,0.262998515
1586740759,64.08692384,90,0.270675842,0.0005,0.25,0.153433271,0,0,84.95,0.0005,0.242692857,1,1,0.248,0.922764257,1734.2,46.18,494.6,27.29976,0.266689648
1586740760,64.58875537,90,0.272880858,0.0005,0.25,0.154278841,0,0,84.98,0.0005,0.247271429,1,1,0.252,0.93315528,1754,46.65,528.6,27.951,0.270252824
1586740760,65.08950186,90,0.273472946,0.0005,0.25,0.153527621,0,0,84.91,0.0005,0.247271429,1,1,0.257,0.94519311,1884.4,46.94,513.6,29.33928,0.274687665
1586740761,65.58919573,90,0.275268241,0.0005,0.25,0.153646585,0,0,84.89,0.0005,0.247271429,1,1,0.259,0.955438556,1793.8,46.09,539.4,28.55148,0.278403929
1586740761,66.07880831,90,0.278626858,0.0005,0.25,0.153770207,0,0,84.8,0.0005,0.25185119,1,1,0.265,0.966644903,1926.8,45.95,491.8,29.5746,0.282711214
1586740762,66.5816977,90,0.281244943,0.0005,0.25,0.153486645,0,0,84.79,0.0005,0.247261905,1,1,0.272,0.976258595,1948.2,46.16,528.6,30.27552,0.28646827
1586740762,67.0808847,90,0.284675893,0.0005,0.25,0.153602005,0,0,84.76,0.0005,0.25185119,1,1,0.271,0.985216726,1786.4,44.64,502.6,28.00368,0.290068417
1586740763,67.58187675,90,0.28852474,0.0005,0.25,0.15216355,0,0,84.76,0.0005,0.251860714,1,1,0.278,0.995492943,1914.6,45.08,482.8,29.30976,0.294563042
1586740763,68.08198667,90,0.289913105,0.0005,0.25,0.153928016,0,0,84.7,0.0005,0.247242857,1,1,0.287,1.003984293,2005,45.51,467.2,30.21252,0.298445953
1586740764,68.58305216,90,0.288949793,0.0005,0.25,0.154798664,0,0,84.65,0.0005,0.247261905,1,1,0.288,1.01319367,1978.4,46.28,493.8,30.22176,0.302783823
1586740764,69.08289433,90,0.292400921,0.0005,0.25,0.15521409,0,0,84.74,0.0005,0.25185119,1,1,0.274,1.021586698,1996.8,47.1,497,30.4908,0.306607547
1586740765,69.58023047,90,0.292400921,0.0005,0.25,0.154902636,0,0,84.73,0.0005,0.25185119,1,1,0.257,1.030845074,1832,47.35,530.6,30.771,0.310523145
1586740765,70.08689713,90,0.294250055,0.004,0.25,0.154517362,0,0,84.64,0.004,0.251213095,1,1,0.256,1.057691371,2036,45.21,491,30.86652,0.315271159
1586740766,70.57965064,90,0.298582974,0.004,1.5,0.477121563,0,0,84.59,0.004,0.549471429,1,1,0.257,1.142172061,1942.4,427.26,530.6,34.80312,0.319434366
1586740766,71.08002496,90,0.301215785,0.004,1.5,0.617731124,312.8750866,0,84.67,0.004,0.874475,1,1,0.27,0.065452243,2082.2,141.25,490,32.5614,0.323990375
1586740767,71.58003211,90,0.302187343,0.004,1.5,0.724049018,312.8750866,0,84.62,0.004,1.089827381,1,1,0.273,0.139740899,2086.6,157.51,508.2,32.66856,0.327826719
1586740767,72.08082151,90,0.30322473,0.004,1.5,0.793315429,312.8750866,0,84.61,0.004,1.218042857,1,1,0.292,0.203658721,2094.8,187.7,492,33.294,0.332843491
1586740768,72.57990527,90,0.303870315,0.004,1.5,0.836921458,312.8750866,0,84.55,0.004,1.323413095,1,1,0.329,0.258244444,1994.2,178.77,497.6,32.04684,0.337762904
1586740768,73.08092141,90,0.307332938,0.004,1.5,0.85180246,312.8750866,0,84.58,0.004,1.378629762,1,1,0.304,0.325959495,1886.4,201.23,490.4,30.93636,0.34181365
1586740769,73.58156252,90,0.309998264,0.004,1.5,0.872536412,312.8750866,0,84.58,0.004,1.424102381,1,1,0.284,0.45186897,2010.6,193.56,534.2,32.86032,0.346681244
1586740769,74.08171248,90,0.312269427,0.004,1.5,0.886186748,312.8750866,0,84.6,0.004,1.450963095,1,1,0.183,0.606797655,2032.2,182.44,530.4,32.94048,0.350929549
1586740770,74.5821476,90,0.312533187,0.004,1.5,0.896007914,312.8750866,0,84.62,0.004,1.465314286,1,1,0.171,0.82082102,1943.4,185.29,496.2,31.62396,0.35454799
1586740770,75.08219218,90,0.315204127,0.004,1.5,0.90062207,312.8750866,0,84.57,0.004,1.47882381,1,1,0.17,1.051943208,2151.2,188.32,523.8,34.35984,0.359507459
1586740771,75.58382869,90,0.315065503,0.004,1.5,0.904685488,312.8750866,0,84.61,0.004,1.483345238,1,1,0.153,1.310452318,2005.2,183.02,540.8,32.74824,0.364623273
1586740771,76.08406067,90,0.317735038,0.004,1.5,0.908071973,312.8750866,0,84.58,0.004,1.488038095,1,1,0.155,1.536993062,2171,188.31,519,34.53972,0.36955642
1586740772,76.58532596,90,0.317735038,0.004,1.5,0.908654038,312.8750866,0,84.67,0.004,1.488095238,1,1,0,1.731293225,2000.2,186.96,492.6,32.15712,0.373998002
1586740772,77.08589005,90,0.317592165,0.004,1.5,0.912230029,312.8750866,0,84.62,0.004,1.492903571,1,1,0.154,2.027410177,2142.2,189.84,535.8,34.62084,0.378382767
1586740773,77.58660221,90,0.319857127,0.004,1.5,0.912669523,312.8750866,0,84.6,0.004,1.497367857,1,1,0.139,2.268974468,2205.8,171.43,496,34.47876,0.383401346
1586740773,78.08677649,90,0.323332643,0.004,1.5,0.913399132,312.8750866,0,84.59,0.004,1.497367857,1,1,0.146,2.536653468,2224.8,181.09,531.4,35.3532,0.387363269
