Time (sec),Run Time (sec),Heater Set (C),Heater Duty (0-1),Filament Feed Rate Set (RPS),Spool Wind Rate Set (RPS),Spool Duty (0-1),Wind B-F Speed (PPS),Filament Diameter Set (mm),Heater Actual (C),Filament Feed Rate Actual (RPS),Spool Wind Rate Actual (RPS),Wind Direction (R/L),Wind Count (#),Filament Diameter Actual (mm),Total Fiber Produced (m),Heater Current (mA),Spool DC Motor Current (mA),Stepper and 12V Current (mA),Total Power (W),Total Energy Used (Wh)
1586739831,19.02639055,90,0.021921848,0.0005,0.25,0.154475267,0,0,89.48,0.0005,0.25185119,1,1,0.335,0.079752112,156.8,45.63,499.2,8.41956,0.035709749
1586739831,19.527354,90,0.026493458,0.0005,0.25,0.155345214,0,0,89.37,0.0005,0.247271429,1,1,0.325,0.085809718,157.6,45.98,486,8.27496,0.036790603
1586739832,20.02833796,90,0.026493458,0.0005,0.25,0.157326787,0,0,89.33,0.0005,0.238077381,1,1,0.325,0.091900643,183,49.97,497,8.53704,0.037905974
1586739832,20.52947712,90,0.028275744,0.0005,0.25,0.161995536,0,0,89.31,0.0005,0.224367857,1,1,0.32,0.099416251,201.8,57.57,509.2,9.22284,0.039271766
1586739833,21.03008056,90,0.030866179,0.0005,0.25,0.171490713,0,0,89.21,0.0005,0.219797619,1,1,0.319,0.107060646,238.8,64.45,501.4,9.6558,0.04072711
1586739833,21.53107882,90,0.032272617,0.0005,0.25,0.176581955,0,0,89.19,0.0005,0.233534524,1,1,0.318,0.113452129,228,64.65,505,9.5718,0.041942687
1586739834,22.0320673,90,0.034089718,0.0005,0.25,0.177980026,0,0,89.03,0.0005,0.233534524,1,1,0.304,0.121297808,264.8,66.61,493.6,9.90012,0.043408409
1586739834,22.53307033,90,0.035917709,0.0005,0.25,0.171727362,0,0,89.08,0.0005,0.283795238,1,1,0.302,0.128549975,250.2,51.6,486.8,9.4632,0.044695566
1586739835,23.03076339,90,0.04096781,0.0005,0.25,0.165769531,0,0,89.02,0.0005,0.270167857,1,1,0.296,0.137159098,285,47.7,488.4,9.8532,0.046135665
1586739835,23.5324564,90,0.04243643,0.0005,0.25,0.164974438,0,0,88.87,0.0005,0.26104881,1,1,0.293,0.145149658,336.6,48.06,488,10.47192,0.047478414
1586739836,24.03365827,90,0.044718957,0.0005,0.25,0.161589897,0,0,88.93,0.0005,0.256390476,1,1,0.299,0.15417738,353.2,47.89,498,10.78908,0.049085654
1586739836,24.53634763,90,0.049835939,0.0005,0.25,0.162228762,0,0,88.79,0.0005,0.224410714,1,1,0.338,0.160650549,343.2,54.88,475,11.30916,0.050428246
1586739837,25.03712964,90,0.051747746,0.0005,0.25,0.169379875,0,0,88.8,0.0005,0.242654762,1,1,0.425,0.166013564,401.4,56,528.2,11.8272,0.052129872
1586739837,25.53809094,90,0.053281695,0.0005,0.25,0.164616268,0,0,88.72,0.0005,0.265588095,1,1,0.612,0.16843722,370.2,49.59,493.6,10.96068,0.053539812
1586739838,26.0384438,90,0.055229059,0.0005,0.25,0.163411983,0,0,88.62,0.0005,0.256429762,1,1,0.712,0.169699873,431.8,48.25,497.6,11.7318,0.055289833
1586739838,26.54058003,90,0.060004337,0.0005,0.25,0.160746069,0,0,88.62,0.0005,0.26094881,1,1,0.464,0.172197872,430.6,47.66,508.2,11.83752,0.056766485
1586739839,27.0411768,90,0.064389796,0.0005,0.25,0.157387764,0,0,88.52,0.0005,0.260969048,1,1,0.415,0.176127876,416.8,46.4,510.8,11.688,0.058487502
1586739839,27.54229569,90,0.064389796,0.0005,0.25,0.156829231,0,0,88.48,0.0005,0.25185119,1,1,0.401,0.180226865,486.2,46.35,509,12.88344,0.060132626
1586739840,28.04235864,90,0.066403278,0.0005,0.25,0.156722377,0,0,88.45,0.0005,0.247091667,1,1,0.378,0.185433097,503.6,47.09,500.6,12.61548,0.062003365
1586739840,28.54333282,90,0.068025843,0.0005,0.25,0.15878484,0,0,88.33,0.0005,0.24722381,1,1,0.373,0.190001781,521.4,47.9,534,12.02736,0.063569554
1586739841,29.04435062,90,0.073684396,0.0005,0.25,0.156821737,0,0,88.3,0.0005,0.251841667,1,1,0.387,0.195259516,556.4,47.01,529.6,13.59612,0.065576429
1586739841,29.54614258,90,0.076136104,0.0005,0.25,0.156713861,0,0,88.2,0.0005,0.251841667,1,1,0.384,0.199653575,575.2,46.79,542.2,13.97028,0.06725416
1586739842,30.04798222,90,0.0766064,0.0005,0.25,0.156424062,0,0,88.16,0.0005,0.242692857,1,1,0.377,0.204955112,583,47.9,486.4,13.4076,0.069305125
1586739842,30.54839182,90,0.082715346,0.0005,0.25,0.156062257,0,0,88.05,0.0005,0.256420238,1,1,0.374,0.209661767,622.6,45.06,516,13.46568,0.071114147
1586739843,31.05011559,90,0.087653689,0.0005,0.25,0.157114259,0,0,88.02,0.0005,0.247309524,1,1,0.375,0.21490005,583.6,45.88,549.6,14.14896,0.073159052
1586739843,31.55153656,90,0.088169758,0.0005,0.25,0.156390297,0,0,87.98,0.0005,0.247271429,1,1,0.379,0.219681398,595.8,47.54,504,14.44956,0.075084521
1586739844,32.05235004,90,0.091527069,0.0005,0.25,0.157690381,0,0,87.89,0.0005,0.247271429,1,1,0.37,0.225253794,681.4,47.32,514.4,14.91744,0.077247888
1586739844,32.55327606,90,0.098126454,0.0005,0.25,0.156955813,0,0,87.89,0.0005,0.242683333,1,1,0.352,0.230262147,675.8,47,560,15.5598,0.07913665
1586739845,33.0540669,90,0.098724873,0.0005,0.25,0.158972857,0,0,87.83,0.0005,0.251821429,1,1,0.341,0.236765955,727.8,48.22,499.2,15.30264,0.081445709
1586739845,33.55506706,90,0.102118201,0.0005,0.25,0.157946795,0,0,87.73,0.0005,0.25185119,1,1,0.327,0.242428168,728,47.92,516.6,15.51024,0.083312057
1586739846,34.05516577,90,0.104344874,0.0005,0.25,0.15882951,0,0,87.69,0.0005,0.251811905,1,1,0.307,0.250207919,757.4,47.26,503.2,15.69432,0.085656885
1586739846,34.55614352,90,0.104344874,0.0005,0.25,0.156654165,0,0,87.53,0.0005,0.256459524,1,1,0.292,0.257779506,769.4,45.81,499.4,14.72856,0.087689888
1586739847,35.05614734,90,0.111417622,0.0005,0.25,0.154682553,0,0,87.48,0.0005,0.256420238,1,1,0.271,0.267128617,816.6,45.83,512.6,16.50036,0.090007822
1586739847,35.55704236,90,0.114103366,0.0005,0.25,0.156021926,0,0,87.4,0.0005,0.247271429,1,1,0.259,0.276538728,793.6,47.35,493.2,16.56228,0.092146213
1586739848,36.05708098,90,0.117577684,0.0005,0.25,0.15803571,0,0,87.41,0.0005,0.247233333,1,1,0.242,0.288730798,826.2,47.42,509.2,16.59384,0.094626906
1586739848,36.55827498,90,0.118282506,0.0005,0.25,0.15770088,0,0,87.34,0.0005,0.247271429,1,1,0.23,0.301978156,772,48.62,513.6,16.01064,0.097040748
1586739849,37.0590651,90,0.123820949,0.0005,0.25,0.158128798,0,0,87.2,0.0005,0.247271429,1,1,0.23,0.314576371,899.2,48.11,531.4,17.74452,0.099301724
1586739849,37.56034017,90,0.126574117,0.0005,0.25,0.157793609,0,0,87.17,0.0005,0.256429762,1,1,0.228,0.326777602,919.2,46.45,487.4,18.01896,0.101453328
1586739850,38.06104136,90,0.128904907,0.0005,0.25,0.157508533,0,0,87.19,0.0005,0.25185119,1,1,0.227,0.341816626,911.8,46.95,492,17.409,0.104076679
1586739850,38.56209207,90,0.131277425,0.0005,0.25,0.155758018,0,0,87.04,0.0005,0.25185119,1,1,0.212,0.356032477,845.4,44.82,493.8,18.05136,0.106362036
1586739851,39.06238389,90,0.136480003,0.0005,0.25,0.156830071,0,0,87.06,0.0005,0.247252381,1,1,0.209,0.372926109,981.6,45.95,511.2,18.465,0.108928894
1586739851,39.56388092,90,0.140906782,0.0005,0.25,0.157238145,0,0,86.99,0.0005,0.251811905,1,1,0.203,0.388887207,1019.6,46.41,510,17.39616,0.111286242
1586739852,40.06404686,90,0.142508631,0.0005,0.25,0.158079767,0,0,86.93,0.0005,0.251396429,1,1,0.217,0.40634435,945.4,47.57,497.6,17.88684,0.11406591
1586739852,40.56511593,90,0.144556569,0.0005,0.25,0.157342211,0,0,86.84,0.0005,0.251811905,1,1,0.217,0.419871119,1039.4,47.66,511,18.42444,0.116348307
1586739853,41.06591773,90,0.152651466,0.0005,0.25,0.159071313,0,0,86.73,0.0005,0.238113095,1,1,0.216,0.436492223,1032.4,51.24,504.4,19.05648,0.119197854
1586739853,41.5670929,90,0.152651466,0.0005,0.25,0.162359332,0,0,86.75,0.0005,0.256429762,1,1,0.204,0.451831826,1089.6,48.87,465.8,19.54896,0.121630119
1586739854,42.06724453,90,0.15273978,0.0005,0.25,0.160422425,0,0,86.64,0.0005,0.251830952,1,1,0.195,0.472198981,1098.4,47.47,471.6,19.40964,0.124574471
1586739854,42.56811261,90,0.157221506,0.0005,0.25,0.159612986,0,0,86.66,0.0005,0.253146429,1,1,0.214,0.488442851,1020.2,46.93,519.6,19.04076,0.127167986
1586739855,43.06908298,90,0.16015591,0.0005,0.25,0.157164092,0,0,86.59,0.0005,0.256429762,1,1,0.237,0.50246692,1144.2,46.47,501.2,20.30244,0.130081841
1586739855,43.57015634,90,0.162698824,0.0005,0.25,0.157328759,0,0,86.48,0.0005,0.25185119,1,1,0.228,0.515137092,1068.8,47.11,507.8,19.48452,0.132716145
1586739856,44.07092047,90,0.167671637,0.0005,0.25,0.157933294,0,0,86.46,0.0005,0.251811905,1,1,0.225,0.527659793,1066.8,47.19,510.6,20.1522,0.135310846
1586739856,44.57124043,90,0.171022771,0.0005,0.25,0.157195703,0,0,86.45,0.0005,0.24722381,1,1,0.23,0.542634375,1213.6,47.59,507.6,21.22548,0.138446664
1586739857,45.07205391,90,0.174025365,0.0005,0.25,0.158514154,0,0,86.32,0.0005,0.247233333,1,1,0.224,0.555543918,1240.2,48.72,496.8,20.20344,0.141178631
1586739857,45.5728879,90,0.173012797,0.0005,0.25,0.158669169,0,0,86.3,0.0005,0.247271429,1,1,0.242,0.569167996,1089,47.88,504.2,19.69296,0.144262399
1586739858,46.07309699,90,0.18044602,0.0005,0.25,0.164857082,0,0,86.22,0.0005,0.215217857,1,1,0.244,0.580701563,1282.6,63.05,529.4,22.5006,0.147090364
1586739858,46.57366991,90,0.183452981,0.0005,0.25,0.177750836,0,0,86.16,0.0005,0.233525,1,1,0.246,0.591202999,1201,58.98,491.2,22.28352,0.149766551
1586739859,47.07405806,90,0.185709195,0.0005,0.25,0.167417481,0,0,86.17,0.0005,0.274746429,1,1,0.256,0.603666137,1299.2,45.28,514.4,22.30656,0.15307289
1586739859,47.57514024,90,0.185709195,0.0005,0.25,0.1639281,0,0,86.12,0.0005,0.26099881,1,1,0.263,0.613677302,1166.4,46.98,483.2,22.51596,0.155946592
1586739860,48.07536769,90,0.188775017,0.0005,0.25,0.161661265,0,0,86.09,0.0005,0.256429762,1,1,0.265,0.62463079,1340.2,47.25,489.2,22.5198,0.159166887
1586739860,48.57544708,90,0.192663306,0.0005,0.25,0.167746307,0,0,85.98,0.0005,0.242692857,1,1,0.256,0.634943798,1210.4,54.99,496.2,23.35992,0.162156392
1586739861,49.07554793,90,0.198139177,0.0005,0.25,0.162530253,0,0,85.97,0.0005,0.256420238,1,1,0.257,0.646652899,1236.6,48.81,548,22.00092,0.165621206
1586739861,49.57713175,90,0.201267416,0.0005,0.25,0.161968765,0,0,85.92,0.0005,0.256429762,1,1,0.262,0.656158435,1416,47.53,518.8,22.08108,0.168567474
1586739862,50.07720709,90,0.203202915,0.0005,0.25,0.159972807,0,0,85.79,0.0005,0.261009524,1,1,0.265,0.667476397,1420.8,45.9,528,23.9364,0.17212565
1586739862,50.57842088,90,0.202725789,0.0005,0.25,0.157980902,0,0,85.85,0.0005,0.256429762,1,1,0.267,0.676696087,1430.2,45.9,521.4,23.97,0.175089739
1586739863,51.07866979,90,0.208234552,0.0005,0.25,0.157008054,0,0,85.78,0.0005,0.251879762,1,1,0.268,0.686040264,1461.6,46.31,532,23.12376,0.178227737
1586739863,51.57890034,90,0.20979476,0.0005,0.25,0.158052344,0,0,85.8,0.0005,0.242683333,1,1,0.27,0.696796452,1407.2,47.21,523.6,23.73612,0.181823645
1586739864,52.0791049,90,0.213368897,0.0005,0.25,0.158476578,0,0,85.66,0.0005,0.247271429,1,1,0.269,0.705716134,1501.6,47.44,513.6,22.5336,0.184855483
1586739864,52.58038306,90,0.216554503,0.0005,0.25,0.159318563,0,0,85.64,0.0005,0.247271429,1,1,0.282,0.715908382,1381.4,47.68,531.2,23.52336,0.188560295
1586739865,53.08113575,90,0.219308153,0.0005,0.25,0.159012876,0,0,85.64,0.0005,0.25185119,1,1,0.286,0.723736436,1518.2,48.44,497,24.76368,0.191588119
1586739865,53.58200932,90,0.221318393,0.0005,0.25,0.15871771,0,0,85.62,0.0005,0.242702381,1,1,0.295,0.732990003,1538.6,50.6,542.2,25.5768,0.195329674
1586739866,54.08218813,90,0.221318393,0.0005,0.25,0.17214469,0,0,85.51,0.0005,0.215217857,1,1,0.303,0.740535092,1499.2,63.22,507.4,24.83784,0.198616904
1586739866,54.5830884,90,0.227354558,0.0005,0.25,0.173812969,0,0,85.53,0.0005,0.238113095,1,1,0.299,0.748942674,1587.6,61.28,496,25.73856,0.202343807
1586739867,55.08399963,90,0.227386654,0.0005,0.25,0.175699866,0,0,85.48,0.0005,0.25185119,1,1,0.296,0.756708923,1478,57.44,520.2,24.66768,0.205720803
1586739867,55.58487248,90,0.232194797,0.0005,0.25,0.160083577,0,0,85.46,0.0005,0.288439286,1,1,0.286,0.764500945,1626.2,44.85,489.2,25.923,0.208971249
1586739868,56.08507729,90,0.234255289,0.0005,0.25,0.159901375,0,0,85.39,0.0005,0.2564,1,1,0.285,0.774174421,1639.4,48.12,487.6,26.10144,0.212813349
1586739868,56.5852952,90,0.235917781,0.0005,0.25,0.158829239,0,0,85.37,0.0005,0.251811905,1,1,0.278,0.782878777,1615,47.7,502.8,25.986,0.216244874
1586739869,57.08624077,90,0.237177279,0.0005,0.25,0.157525052,0,0,85.36,0.0005,0.256429762,1,1,0.278,0.792470051,1652,47.65,507.6,26.487,0.22000466
1586739869,57.58732986,90,0.242018202,0.0005,0.25,0.157700687,0,0,85.3,0.0005,0.256429762,1,1,0.282,0.801197855,1688.8,47.03,491.8,26.73156,0.223468585
1586739870,58.08834624,90,0.242501778,0.0005,0.25,0.156399499,0,0,85.3,0.0005,0.25185119,1,1,0.279,0.809557591,1592,47.02,505.6,26.86464,0.226759975
1586739870,58.5901649,90,0.248616376,0.0005,0.25,0.156117132,0,0,85.27,0.0005,0.256360714,1,1,0.27,0.819930413,1542.2,46.3,492.8,24.9756,0.230764162
1586739871,59.09107351,90,0.249128611,0.0005,0.25,0.155544515,0,0,85.24,0.0005,0.25185119,1,1,0.262,0.829309774,1730.6,46.2,500.8,27.47988,0.234245076
1586739871,59.59237552,90,0.252801158,0.0005,0.25,0.15613052,0,0,85.18,0.0005,0.247261905,1,1,0.252,0.840482166,1735.2,46.98,523,27.66216,0.238111782
1586739872,60.09304881,90,0.252801158,0.0005,0.25,0.15656298,0,0,85.21,0.0005,0.247271429,1,1,0.253,0.8512626,1648.2,46.69,514.6,27.53304,0.241769332
1586739872,60.59319305,90,0.252919746,0.0005,0.25,0.157416394,0,0,85.2,0.0005,0.25185119,1,1,0.245,0.863856667,1566.2,48.15,518.6,25.5954,0.245754775
1586739873,61.0938952,90,0.255042657,0.0005,0.25,0.157848605,0,0,85.09,0.0005,0.25185119,1,1,0.248,0.874319565,1774.4,47.12,480.8,27.62784,0.249221574
1586739873,61.59517837,90,0.257576587,0.0005,0.25,0.156814524,0,0,85.12,0.0005,0.25185119,1,1,0.254,0.88480631,1786,46.96,475.6,27.99612,0.25296065
1586739874,62.0952096,90,0.262480728,0.0005,0.25,0.15623751,0,0,85.08,0.0005,0.25185119,1,1,0.248,0.896667113,1619.8,45.78,513.4,26.14776,0.256988702
1586739874,62.59634495,90,0.265049119,0.0005,0.25,0.154757971,0,0,85.07,0.0005,0.25185119,1,1,0.246,0.90771597,1736.8,45.78,511,27.89616,0.260649076
1586739875,63.09725094,90,0.265204658,0.0005,0.25,0.155334145,0,0,85.05,0.0005,0.25177381,1,1,0.239,0.920808853,1840.2,46.18,512.8,28.79016,0.264890706
1586739875,63.59906578,90,0.268169473,0.0005,0.25,0.157371873,0,0,85.02,0.0005,0.24722381,1,1,0.251,0.931561586,1860.6,47.7,507,29.05548,0.268550173
1586739876,64.09913564,90,0.270290032,0.0005,0.25,0.156612776,0,0,84.98,0.0005,0.25185119,1,1,0.25,0.944597138,1865.6,47.45,508.2,29.055,0.27297435
1586739876,64.60013843,90,0.270457729,0.0005,0.25,0.157216722,0,0,84.98,0.0005,0.247233333,1,1,0.24,0.955751393,1795.2,47.18,502.8,28.14216,0.276563909
1586739877,65.10018587,90,0.27222421,0.0005,0.25,0.15762709,0,0,85.01,0.0005,0.251841667,1,1,0.241,0.967022412,1886.4,46.93,491,29.15424,0.280208263
1586739877,65.60105753,90,0.272785731,0.0005,0.25,0.155445703,0,0,85.05,0.0005,0.25185119,1,1,0.239,0.981182796,1768.2,45.98,510.2,27.89256,0.284535198
1586739878,66.10199785,90,0.277718632,0.0005,0.25,0.162989159,0,0,84.96,0.0005,0.22437619,1,1,0.244,0.993983847,1890,52.65,513,29.4678,0.288769857
1586739878,66.60302663,90,0.277718632,0.0005,0.25,0.165872299,0,0,84.9,0.0005,0.233507143,1,1,0.256,1.004804988,1887.6,55.92,527,29.64624,0.292546896
1586739879,67.103158,90,0.281926609,0.0005,0.25,0.171685409,0,0,84.89,0.0005,0.228920238,1,1,0.258,1.014696438,1818.8,60.66,533.2,28.95192,0.296282673
1586739879,67.60416317,90,0.282526446,0.0005,0.25,0.17738263,0,0,84.87,0.0005,0.233534524,1,1,0.256,1.026981875,1759.4,65.23,509.6,28.01076,0.300759551
1586739880,68.10478711,90,0.287951493,0.0005,0.25,0.16788461,0,0,84.84,0.0005,0.283795238,1,1,0.241,1.038053169,1825.6,48.61,497.8,28.46412,0.304732096
1586739880,68.60613847,90,0.289729318,0.0005,0.25,0.164187132,0,0,84.86,0.0005,0.261039286,1,1,0.243,1.050693628,1954,48.32,531.4,30.40464,0.309092297
1586739881,69.1064508,90,0.287536842,0.0005,0.25,0.162450235,0,0,84.87,0.0005,0.261009524,1,1,0.239,1.062123793,1799.2,46.92,506,28.22544,0.313023449
1586739881,69.6073842,90,0.290956156,0.0005,0.25,0.160217071,0,0,84.87,0.0005,0.261009524,1,1,0.243,1.072927567,2013,46.85,539.2,29.19384,0.316820605
1586739882,70.10757995,90,0.290359372,0.0005,0.25,0.160389667,0,0,84.86,0.0005,0.251841667,1,1,0.239,1.086073139,2012.2,47.05,532.2,31.0974,0.321506299
1586739882,70.6081543,90,0.292921299,0.0005,0.25,0.157945809,0,0,84.81,0.0005,0.256429762,1,1,0.241,1.098123552,1871.2,46.82,543,29.53224,0.325468476
1586739883,71.10893559,90,0.293128296,0.0005,0.25,0.157104478,0,0,84.84,0.0005,0.25177381,1,1,0.231,1.111824024,1855.2,46.45,533.2,29.2182,0.329817296
1586739883,71.60906577,90,0.298561517,0.0005,0.25,0.157968401,0,0,84.79,0.0005,0.247309524,1,1,0.233,1.1240491,1961.6,47.54,547.2,30.67608,0.33370218
1586739884,72.11002851,90,0.299188346,0.0005,0.25,0.158087789,0,0,84.81,0.0005,0.247271429,1,1,0.254,1.136680319,2009.4,47.12,520.2,30.92064,0.338274656
1586739884,72.61088085,90,0.299188346,0.0005,0.25,0.158520696,0,0,84.8,0.0005,0.247271429,1,1,0.261,1.146417122,1908.4,47.83,514.6,29.64996,0.34206857
1586739885,73.11107183,90,0.300561563,0.0005,0.25,0.158184671,0,0,84.81,0.0005,0.2564,1,1,0.248,1.157302624,1903.8,46.11,514,29.77452,0.346115206
1586739885,73.61150384,90,0.300783405,0.0005,0.25,0.157600798,0,0,84.83,0.0005,0.251889286,1,1,0.253,1.169208545,2009.4,46.35,526,30.981,0.350657855
1586739886,74.11206222,90,0.304618107,0.0005,0.25,0.157311256,0,0,84.83,0.0005,0.25185119,1,1,0.255,1.179718537,1874.2,46.86,550.2,30.705,0.354816589
1586739886,74.61316085,90,0.302432216,0.0005,0.25,0.157434682,0,0,84.84,0.0005,0.25185119,1,1,0.255,1.191850786,1983.6,46.87,482.8,30.15924,0.359477431
1586739887,75.11321473,90,0.307415579,0.0005,0.25,0.157142497,0,0,84.87,0.0005,0.25185119,1,1,0.254,1.201917508,1978.6,45.78,511,30.42456,0.363430793
1586739887,75.61489654,90,0.308450393,0.0005,0.25,0.156559475,0,0,84.75,0.0005,0.251811905,1,1,0.254,1.212527641,1934.8,46.99,533,32.3274,0.367578523
1586739888,76.11505914,90,0.30907745,0.0005,0.25,0.156676161,0,0,84.81,0.0005,0.251860714,1,1,0.265,1.223608786,1906.2,46.22,496,29.38104,0.372129703
1586739888,76.61524796,90,0.309696983,0.0005,0.25,0.157555687,0,0,84.77,0.0005,0.247271429,1,1,0.264,1.2334972,1903.2,47.38,527.6,32.35608,0.376343164
1586739889,77.1161716,90,0.310656756,0.0005,0.25,0.157255305,0,0,84.79,0.0005,0.25185119,1,1,0.268,1.244491329,1936,47.16,500.2,29.80032,0.381006144
1586739889,77.61720276,90,0.314089006,0.0005,0.25,0.156959735,0,0,84.78,0.0005,0.251811905,1,1,0.269,1.253301113,2149.6,46.72,501.6,32.18928,0.384854615
1586739890,78.1181128,90,0.314716995,0.0005,0.25,0.156391194,0,0,84.81,0.0005,0.25185119,1,1,0.266,1.264354172,2170.2,46.14,483.6,32.39928,0.389748677
