Time (sec),Run Time (sec),Heater Set (C),Heater Duty (0-1),Filament Feed Rate Set (RPS),Spool Wind Rate Set (RPS),Spool Duty (0-1),Wind B-F Speed (PPS),Filament Diameter Set (mm),Heater Actual (C),Filament Feed Rate Actual (RPS),Spool Wind Rate Actual (RPS),Wind Direction (R/L),Wind Count (#),Filament Diameter Actual (mm),Total Fiber Produced (m),Heater Current (mA),Spool DC Motor Current (mA),Stepper and 12V Current (mA),Total Power (W),Total Energy Used (Wh)
1590078846,64.00878954,85,1,0,0,0,0,0,34.63,0,0,1,1,0.251,0,6400,2.65,534,83.2398,0.870719249
1590078847,65.00917482,85,1,0,0,0,0,0,35.25,0,0,1,1,0.252,0,6400,2.61,552.4,83.46012,0.89406833
1590078848,66.01155615,85,1,0,0,0,0,0,35.82,0,0,1,1,0.253,0,6400,2.78,562.6,83.58456,0.917696478
1590078849,67.00894189,85,1,0,0,0,0,0,36.48,0,0,1,1,0.256,0,6400,2.72,574.2,83.87664,0.938612234
1590078850,68.02031875,85,1,0,0,0,0,0,36.95,0,0,1,1,0.252,0,6400,34.08,519.8,83.44656,0.962305688
1590078851,69.01170802,85,1,0,0,0,0,0,37.54,0,0,1,1,0.256,0,6400,2.48,545,83.36976,0.985075275
1590078852,70.01309252,85,1,0,0,0,0,0,38.13,0,0,1,1,0.251,0,6400,-247.71,551.6,80.44668,1.009066954
1590078853,71.00947762,85,1,0,0,0,0,0,38.7,0,0,1,1,0.254,0,6400,2.52,571.8,83.69184,1.03091118
1590078854,72.0118618,85,1,0,0,0,0,0,39.34,0,0,1,1,0.258,0,6400,2.71,545.6,83.37972,1.05454612
1590078855,73.02123857,85,1,0,0,0,0,0,39.95,0,0,1,1,0.258,0,6400,2.72,560.2,83.55504,1.077915364
1590078856,74.00863194,85,1,0,0,0,0,0,40.45,0,0,1,1,0.25,0,6400,2.76,515.4,83.34936,1.099359274
1590078857,75.00801516,85,1,0,0,0,0,0,40.96,0,0,1,1,0.25,0,6400,2.75,585.2,83.8554,1.12304169
1590078858,76.02039146,85,1,0,0,0,0,0,41.59,0,0,1,1,0.258,0,6400,2.72,544.6,83.36784,1.14676135
1590078859,77.00978184,85,1,0,0,0,0,0,42.21,0,0,1,1,0.25,0,6400,2.73,573.4,83.71356,1.167664022
1590078860,78.01616192,85,1,0,0,0,0,0,42.85,0,0,1,1,0.258,0,6400,2.61,543.8,83.35692,1.19133503
1590078861,79.01055098,85,1,0,0,0,0,0,43.41,0,0,1,1,0.252,0,6400,34.09,535.6,83.63628,1.215108458
1590078862,80.0109334,85,1,0,0,0,0,0,44.01,0,0,1,1,0.257,0,6400,2.85,556.4,83.30496,1.235787046
1590078863,81.01131725,85,1,0,0,0,0,0,44.48,0,0,1,1,0.251,0,6400,2.82,530.2,83.19624,1.259471918
1590078864,82.01270199,85,1,0,0,0,0,0,45.13,0,0,1,1,0.251,0,6400,2.64,539.8,83.86416,1.282073826
1590078865,83.02107954,85,1,0,0,0,0,0,45.69,0,0,1,1,0.261,0,6400,2.64,531.2,83.07732,1.305431253
1590078866,84.01446748,85,1,0,0,0,0,0,46.22,0,0,1,1,0.251,0,6400,2.68,520,83.07216,1.329482371
1590078867,85.01085353,85,1,0,0,0,0,0,46.84,0,0,1,1,0.256,0,6400,2.72,518.2,83.63232,1.351623248
1590078868,86.00724006,85,1,0,0,0,0,0,47.39,0,0,1,1,0.248,0,6400,2.75,570.4,83.6778,1.373868773
1590078869,87.01062346,85,1,0,0,0,0,0,47.95,0,0,1,1,0.258,0,6400,2.72,533.4,83.5626,1.396343248
1590078870,88.01000643,85,1,0,0,0,0,0,48.52,0,0,1,1,0.25,0,6400,2.73,592,83.93676,1.420045487
1590078871,89.01139116,85,1,0,0,0,0,0,49.09,0,0,1,1,0.25,0,6400,2.78,565.8,83.62296,1.443402834
1590078872,90.00777626,85,1,0,0,0,0,0,49.63,0,0,1,1,0.252,0,6400,2.68,519.4,83.48904,1.465806362
1590078873,91.00915909,85,1,0,0,0,0,0,50.19,0,0,1,1,0.25,0,6400,2.66,546,83.38392,1.489915037
1590078874,92.00854373,85,1,0,0,0,0,0,50.67,0,0,1,1,0.254,0,6400,2.68,560.6,83.58612,1.512045471
1590078875,93.01592422,85,1,0,0,0,0,0,51.25,0,0,1,1,0.251,0,6400,2.72,535.8,83.26224,1.536240224
1590078876,94.02130413,85,1,0,0,0,0,0,51.88,0,0,1,1,0.25,0,6400,2.69,583.8,83.83788,1.560029713
1590078877,95.01269484,85,1,0,0,0,0,0,52.41,0,0,1,1,0.255,0,6400,2.58,547.8,83.30388,1.581828324
1590078878,96.00907946,85,1,0,0,0,0,0,52.87,0,0,1,1,0.256,0,6400,2.82,558.4,83.53464,1.605413971
1590078879,97.00790548,85,1,0,0,0,0,0,53.48,0,0,1,1,0.258,0,6400,3,527,83.16,1.629110027
1590078880,98.00905013,85,1,0,0,0,0,0,54.1,0,0,1,1,0.247,0,6400,2.72,544,83.51004,1.649824376
1590078881,99.0084343,85,1,0,0,0,0,0,54.52,0,0,1,1,0.253,0,6400,2.63,574.4,83.72436,1.673493063
1590078882,100.0088196,85,1,0,0,0,0,0,55.01,0,0,1,1,0.253,0,6400,2.72,523.2,83.11104,1.697092441
1590078883,101.009202,85,1,0,0,0,0,0,55.62,0,0,1,1,0.257,0,6400,2.46,546.2,83.38392,1.720450147
1590078884,102.0095859,85,1,0,0,0,0,0,56.08,0,0,1,1,0.252,0,6400,2.67,539.4,16.2486,1.741352345
1590078885,103.0089717,85,1,0,0,0,0,0,56.66,0,0,1,1,0.251,0,6400,2.67,573.8,83.71764,1.764994368
1590078886,104.0093541,85,1,0,0,0,0,0,57.16,0,0,1,1,0.261,0,6400,2.65,540.2,83.3142,1.788607932
1590078887,105.0087399,85,1,0,0,0,0,0,57.72,0,0,1,1,0.257,0,6400,2.67,550.6,83.71284,1.810728851
1590078888,106.0091226,85,1,0,0,0,0,0,58.27,0,0,1,1,0.259,0,6400,2.76,583.8,83.83872,1.834380202
1590078889,107.0155029,85,1,0,0,0,0,0,58.7,0,0,1,1,0.25,0,6400,2.65,527.2,83.1582,1.856335083
1590078890,108.0098906,85,1,0,0,0,0,0,59.14,0,0,1,1,0.26,0,6400,2.68,533,83.22816,1.880020041
1590078891,109.0142717,85,1,0,0,0,0,0,59.76,0,0,1,1,0.253,0,6400,2.76,580.2,83.48568,1.900647682
1590078892,110.0106578,85,1,0,0,0,0,0,60.27,0,0,1,1,0.252,0,6400,2.63,577.2,83.75796,1.922929596
1590078893,111.0110428,85,1,0,0,0,0,0,60.72,0,0,1,1,0.258,0,6400,2.68,540.4,83.31696,1.946641488
1590078894,112.0124249,85,1,0,0,0,0,0,61.36,0,0,1,1,0.253,0,6400,2.68,546.2,83.17032,1.968732635
1590078895,113.0118117,85,1,0,0,0,0,0,61.71,0,0,1,1,0.258,0,6400,2.89,528.8,83.18028,1.99206589
1590078896,114.012193,85,1,0,0,0,0,0,62.25,0,0,1,1,0.256,0,6400,2.74,561.6,83.57208,2.015665145
1590078897,115.0085793,85,1,0,0,0,0,0,62.86,0,0,1,1,0.256,0,6400,2.72,534.6,83.24784,2.038451591
1590078898,116.0109618,85,1,0,0,0,0,0,63.28,0,0,1,1,0.251,0,6400,2.81,554,83.48172,2.062118277
1590078899,117.0083475,85,1,0,0,0,0,0,63.8,0,0,1,1,0.252,0,6400,2.81,588.6,83.89692,2.085722672
1590078900,118.0117309,85,1,0,0,0,0,0,64.28,0,0,1,1,0.253,0,6400,2.7,546.8,83.13264,2.107845598
1590078901,119.0121133,85,1,0,0,0,0,0,64.75,0,0,1,1,0.248,0,6400,2.78,535.6,83.26056,2.131530802
1590078902,120.0095007,85,1,0,0,0,0,0,65.33,0,0,1,1,0.257,0,6400,2.85,574.4,83.727,2.154920581
1590078903,121.0088837,85,1,0,0,0,0,0,65.76,0,0,1,1,0.254,0,6400,2.65,541,83.3838,2.177015303
1590078904,122.011266,85,1,0,0,0,0,0,66.22,0,0,1,1,0.255,0,6400,2.75,522.6,83.1042,2.200671103
1590078905,123.0096512,85,1,0,0,0,0,0,66.74,0,0,1,1,0.251,0,6400,2.65,538.6,83.295,2.2242687
1590078906,124.0080364,85,1,0,0,0,0,0,67.14,0,0,1,1,0.248,0,6400,2.64,513.2,82.99008,2.247897132
1590078907,125.0094194,85,0.9976,0,0,0,0,0,67.67,0,0,1,1,0.252,0,6400,2.78,567.2,82.98096,2.26990417
1590078908,126.0098033,85,0.9744,0,0,0,0,0,68.14,0,0,1,1,0.248,0,6400,2.55,569.4,83.6634,2.293208951
1590078909,127.0081561,85,0.9684,0,0,0,0,0,68.59,0,0,1,1,0.25,0,6388.8,2.65,580.2,83.6598,2.316857206
1590078910,128.008543,85,0.948,0,0,0,0,0,68.99,0,0,1,1,0.256,0,6235.8,2.75,602.6,81.30984,2.338455544
1590078911,129.0089245,85,0.9268,0,0,0,0,0,69.45,0,0,1,1,0.248,0,6060.6,2.57,577.8,79.69164,2.361272752
1590078912,130.0093081,85,0.9056,0,0,0,0,0,69.95,0,0,1,1,0.251,0,5919.8,2.82,565.2,77.85384,2.383476448
1590078913,131.0166891,85,0.8872,0,0,0,0,0,70.41,0,0,1,1,0.251,0,5836.2,2.66,533.8,76.47192,2.405402105
1590078914,132.0130739,85,0.8664,0,0,0,0,0,70.86,0,0,1,1,0.251,0,5687.8,2.74,563.6,74.84832,2.425214549
1590078915,133.0074627,85,0.8568,0,0,0,0,0,71.32,0,0,1,1,0.251,0,5587.6,2.85,543.4,73.6062,2.446308867
1590078916,134.0078483,85,0.8384,0,0,0,0,0,71.77,0,0,1,1,0.247,0,5458.8,2.84,534.8,71.95728,2.466950532
1590078917,135.0212224,85,0.818,0,0,0,0,0,72.23,0,0,1,1,0.247,0,5323.2,2.83,563,70.7136,2.486266674
1590078918,136.0156085,85,0.8004,0,0,0,0,0,72.62,0,0,1,1,0.253,0,5198.4,2.6,551.8,69.0336,2.506225061
1590078919,137.0089967,85,0.7816,0,0,0,0,0,73.05,0,0,1,1,0,0,5082.2,2.88,539.4,67.49376,2.525751445
1590078920,138.0083838,85,0.7636,0,0,0,0,0,73.51,0,0,1,1,0,0,5022.2,2.74,537.2,67.82232,2.543472798
1590078921,139.0097644,85,0.7512,0,0,0,0,0,73.85,0,0,1,1,0,0,5024.4,2.88,535.8,65.10096,2.562264411
1590078922,140.0131462,85,0.7352,0.0005,0,0,0,0,74.34,0.0005,0,1,1,0,0,4847.6,2.82,517.4,64.41384,2.581108928
1590078923,141.0095327,85,0.72,0.0005,0,0,0,0,74.75,0.0005,0,1,1,0,0,4662.2,2.62,542.2,64.98444,2.597966855
1590078924,142.0159128,85,0.6988,0.0005,0,0,0,0,75.09,0.0005,0,1,1,0,0,4710.4,2.65,550.6,63.1638,2.615649516
1590078925,143.0122988,85,0.6864,0.0005,0,0,0,0,75.41,0.0005,0,1,1,0,0,4447.6,2.72,531.2,59.77824,2.632965966
1590078926,144.0086854,85,0.666,0.0005,0,0,0,0,75.86,0.0005,0,1,1,0,0,4428.6,2.49,524,60.16128,2.648605047
1590078927,145.0140686,85,0.6576,0.0005,0.25,0,0,0,76.3,0.0005,0,1,1,0,0,4308,2.63,527.8,58.60896,2.665195477
1590078928,146.008455,85,0.6436,0.0005,0.25,0.089033091,0,0,76.64,0.0005,0.045790476,1,1,0,0,4152.4,35.06,537.2,56.69592,2.680833493
1590078929,147.0128379,85,0.6252,0.0005,0.25,0.136956503,0,0,76.89,0.0005,0.160269048,1,1,0,0,4025.8,45.6,576,55.7688,2.696894218
1590078930,148.0212166,85,0.61,0.0005,0.25,0.157692372,0,0,77.28,0.0005,0.210639286,1,1,0,0,4107.6,51.08,534.6,56.31936,2.71245765
1590078931,149.010607,85,0.6,0.0005,0.25,0.166528699,0,0,77.62,0.0005,0.242692857,1,1,0.256,0.020030379,4037.2,49.73,535.2,55.46556,2.727692419
1590078932,150.0169842,85,0.5844,0.0005,0.25,0.166879447,0,0,77.91,0.0005,0.247233333,1,1,0.239,0.043026802,3775.6,47.77,538.8,52.34604,2.742610357
1590078933,151.0203679,85,0.5696,0.0005,0.25,0.169319766,0,0,78.26,0.0005,0.242291667,1,1,0.237,0.06913689,3779.8,50.34,529.2,52.31208,2.757440069
1590078934,152.0127554,85,0.564,0.0005,0.25,0.17276791,0,0,78.59,0.0005,0.247271429,1,1,0.237,0.094820509,3610.8,52.2,567.6,50.88216,2.770793529
1590078935,153.0071428,85,0.5492,0.0005,0.25,0.170524512,0,0,78.8,0.0005,0.261009524,1,1,0.221,0.124639111,3728,48.61,579,52.26732,2.785171217
1590078936,154.0065286,85,0.5384,0.0005,0.25,0.16683504,0,0,79.14,0.0005,0.256420238,1,1,0,0.14845957,3438.8,49.2,567.6,48.6672,2.799222946
1590078937,155.0089097,85,0.5252,0.0005,0.25,0.168756376,0,0,79.34,0.0005,0.247233333,1,1,0.249,0.170790651,3554,52.21,579.6,50.22972,2.81315169
1590078938,156.010293,85,0.5164,0.0005,0.25,0.170700218,0,0,79.66,0.0005,0.247233333,1,1,0.283,0.189123347,3466.4,51.93,577.2,47.29104,2.825486269
1590078939,157.0116763,85,0.5052,0.0005,0.25,0.168223098,0,0,79.87,0.0005,0.256429762,1,1,0.25,0.212659713,3333.2,47.95,573.4,47.4546,2.840063377
1590078940,158.0110619,85,0.5008,0.0005,0.25,0.167115593,0,0,80.14,0.0005,0.251879762,1,1,0,0.231382302,3325.2,49.28,606.4,47.598,2.852274865
1590078941,159.0124466,85,0.49,0.0005,0.25,0.168163499,0,0,80.37,0.0005,0.242654762,1,1,3.139,0.238387995,3118.6,52.78,519.4,46.51836,2.865159119
1590078942,160.0088317,85,0.4804,0.0005,0.25,0.170100428,0,0,80.52,0.0005,0.25185119,1,1,0.255,0.249911793,3052.6,51.75,547,43.8162,2.877739084
1590078943,161.0092142,85,0.4724,0.0005,0.25,0.167337228,0,0,80.87,0.0005,0.256429762,1,1,0.246,0.273930336,3204.8,48.28,522.6,45.30816,2.890477328
1590078944,162.010597,85,0.4612,0.0005,0.25,0.168091909,0,0,80.95,0.0005,0.247309524,1,1,0.187,0.305838097,2921,50.73,501.6,41.67996,2.902704891
1590078945,163.0109825,85,0.4512,0.0005,0.25,0.170552571,0,0,81.22,0.0005,0.247271429,1,1,0,0.342818465,3123.8,52.54,491.6,44.01528,2.914548901
1590078946,164.0113676,85,0.45,0.0005,0.25,0.169917402,0,0,81.34,0.0005,0.251821429,1,1,0.154,0.388047261,2949.2,51.2,559.4,42.7176,2.92641035
1590078947,165.0107491,85,0.4416,0.0005,0.25,0.167156292,0,0,81.52,0.0005,0.256459524,1,1,0,0.425351525,2967.2,49.01,532.6,42.58572,2.937299221
1590078948,166.011133,85,0.4312,0.0005,0.25,0.167941381,0,0,81.7,0.0005,0.247233333,1,1,0,0.425351525,2942.2,51.09,553.8,42.56508,2.949157072
1590078949,167.0075212,85,0.428,0.0005,0.25,0.169208258,0,0,81.79,0.0005,0.247233333,1,1,0,0.425351525,2820,51.71,526.8,40.78212,2.96061009
1590078950,168.011904,85,0.4192,0.0005,0.25,0.169343206,0,0,82.05,0.0005,0.256429762,1,1,0.143,0.451273747,2731.8,49.3,517.8,39.5868,2.971902322
1590078951,169.0122876,85,0.4136,0.0005,0.25,0.166300874,0,0,82.16,0.0005,0.256429762,1,1,0.137,0.518164068,2853.8,49.09,515.8,41.02428,2.983221224
1590078952,170.0116692,85,0.4132,0.0005,0.25,0.168922621,0,0,82.28,0.0005,0.242664286,1,1,0,0.560656843,2714,50.92,540.4,38.91612,2.993683333
1590078953,171.0080557,85,0.4076,0.0005,0.25,0.169734374,0,0,82.37,0.0005,0.247261905,1,1,0,0.572687848,2671.2,51.85,532.2,39.063,3.004877814
1590078954,172.0094402,85,0.402,0.0005,0.25,0.167933797,0,0,82.48,0.0005,0.256429762,1,1,0.137,0.590176243,2586.8,48.69,591.4,38.72268,3.015896296
1590078955,173.0108225,85,0.3976,0.0005,0.25,0.167533002,0,0,82.59,0.0005,0.256429762,1,1,0,0.590176243,2712.2,49.72,556,39.81504,3.026762795
1590078956,174.0112069,85,0.3912,0.0005,0.25,0.167542319,0,0,82.79,0.0005,0.247309524,1,1,0,0.590176243,2682.8,51.35,584.4,39.8226,3.037563049
1590078957,175.0075934,85,0.3856,0.0005,0.25,0.167379981,0,0,82.86,0.0005,0.256007143,1,1,0,0.590176243,2456,51.03,557.4,36.77316,3.048336436
1590078958,176.0119734,85,0.3868,0.0005,0.25,0.166778334,0,0,82.88,0.0005,0.251860714,1,1,0.14,0.621704817,2642.4,49.53,557.2,38.98956,3.058923701
1590078959,177.0093594,85,0.3836,0.0005,0.25,0.165911586,0,0,82.92,0.0005,0.247271429,1,1,0,0.671504562,2451.8,49.4,527.2,38.53884,3.068793085
1590078960,178.0107422,85,0.3788,0.0005,0.25,0.167639929,0,0,83.09,0.0005,0.247271429,1,1,0,0.696371496,2543.8,52.42,558.4,37.85544,3.079235773
1590078961,179.0121255,85,0.3748,0.0005,0.25,0.166988742,0,0,83.15,0.0005,0.256429762,1,1,0,0.696371496,2401.4,51.21,532.4,35.82012,3.089612646
1590078962,180.0135105,85,0.3712,0.0005,0.25,0.166592709,0,0,83.17,0.0005,0.256390476,1,1,0,0.696371496,2535.2,49.28,559.6,37.72896,3.100170837
1590078963,181.0078959,85,0.3688,0.0005,0.25,0.167610188,0,0,83.28,0.0005,0.247271429,1,1,0.156,0.716528997,2538.8,51.32,558.8,37.78704,3.110248725
1590078964,182.0092793,85,0.3692,0.0005,0.25,0.16961437,0,0,83.29,0.0005,0.247271429,1,1,0,0.749293046,2458.6,52.27,513.8,36.29604,3.120314045
1590078965,183.0095937,85,0.3676,0.0005,0.25,0.168537554,0,0,83.37,0.0005,0.256429762,1,1,0,0.749293046,2305.6,50.87,551,34.60032,3.129733174
1590078966,184.0089781,85,0.3652,0.0005,0.25,0.167151081,0,0,83.34,0.0005,0.25185119,1,1,0,0.774937863,2280.2,49.32,542.4,34.46304,3.139377613
1590078967,185.0103617,85,0.362,0.0005,0.25,0.166301552,0,0,83.46,0.0005,0.247271429,1,1,0,0.774937863,2438.4,50.58,529.4,36.22056,3.149618265
1590078968,186.00947,85,0.362,0.0005,0.25,0.16801162,0,0,83.53,0.0005,0.247233333,1,1,0,0.78009383,2394.4,52.38,501.8,35.38296,3.159495493
1590078969,187.01085,85,0.3584,0.0005,0.25,0.166952034,0,0,83.54,0.0005,0.25185119,1,1,0.201,0.807842638,2481.2,77.24,491,36.59328,3.169358001
1590078970,188.0102346,85,0.3604,0.0005,0.25,0.165106796,0,0,83.53,0.0005,0.256429762,1,1,0,0.854502965,2473.2,50.63,534.8,36.70356,3.179242466
1590078971,189.0126188,85,0.3552,0.0005,0.25,0.166119922,0,0,83.52,0.0005,0.247147619,1,1,0.143,0.911986324,2280,51.35,518.4,35.58084,3.188393625
1590078972,190.009006,85,0.358,0.0005,0.25,0.166437958,0,0,83.58,0.0005,0.251841667,1,1,0.16,0.97547457,2410,50.68,520.6,35.77536,3.198466764
1590078973,191.0103881,85,0.354,0.0005,0.25,0.165093148,0,0,83.59,0.0005,0.25185119,1,1,0.195,1.02035795,2435.4,50.05,549.2,36.4158,3.208316822
1590078974,192.0087719,85,0.3564,0.0005,0.25,0.164227903,0,0,83.63,0.0005,0.2473,1,1,0.204,1.061713656,2447.6,50.15,534,36.381,3.21816207
