Run Time (sec),Filament Feed Rate Set (RPS),Spool Wind Rate Set (RPS),Wind B-F Speed (PPS),Filament Diameter Set (mm),Spool Wind Rate Actual (RPS),Wind Count (#),Filament Diameter Actual (mm)
432.9879942,0.001,1.0656,127,0.21,1.061,4,0.212
434.0473113,0.001,1.06445,127,0.21,1.064,4,0.204
435.0408516,0.001,1.06129,127,0.21,1.064,4,0.191
436.0660827,0.001,1.05656,127,0.21,1.057,4,0.221
437.0854475,0.001,1.05371,127,0.21,1.054,4,0.194
438.0181468,0.001,1.04725,127,0.21,1.048,4,0.188
439.0056365,0.001,1.03914,127,0.21,1.042,4,0.204
440.0111959,0.001,1.03637,127,0.21,1.038,4,0.201
441.0212944,0.001,1.03385,127,0.21,1.034,4,0.2
442.0205748,0.001,1.02928,127,0.21,1.034,4,0.199
443.0226283,0.001,1.02512,127,0.21,1.029,4,0.209
443.9981012,0.001,1.0238,127,0.21,1.029,4,0.199
444.9884796,0.001,1.01864,127,0.21,1.021,4,0.218
445.9933538,0.001,1.01968,127,0.21,1.016,4,0.206
446.9882085,0.001,1.01716,127,0.21,1.017,4,0.204
447.9926059,0.001,1.01669,127,0.21,1.016,4,0.214
449.0089829,0.001,1.01684,127,0.21,1.019,4,0.224
449.9922659,0.001,1.02065,127,0.21,1.017,4,0.209
450.9950778,0.001,1.02316,127,0.21,1.025,4,0.229
451.9946976,0.001,1.02572,127,0.21,1.021,4,0.212
452.9937122,0.001,1.02589,127,0.21,1.028,4,0.196
453.9924958,0.001,1.02192,127,0.21,1.022,4,0.211
454.9895046,0.001,1.0199,127,0.21,1.025,4,0.2
455.9884524,0.001,1.01879,127,0.21,1.021,4,0.198
456.9899721,0.001,1.01629,127,0.21,1.017,4,0.209
457.9901927,0.001,1.01473,127,0.21,1.015,4,0.208
458.989331,0.001,1.01529,127,0.21,1.014,4,0.199
459.9897118,0.001,1.0152,127,0.21,1.016,4,0.215
460.9887772,0.001,1.01483,127,0.21,1.016,4,0.214
461.9925056,0.001,1.01859,127,0.21,1.019,4,0.203
462.9932497,0.001,1.01896,127,0.21,1.019,4,0.227
463.9911463,0.001,1.02173,127,0.21,1.02,4,0.223
464.9881277,0.001,1.03056,127,0.21,1.026,4,0.225
465.9943655,0.001,1.03559,127,0.21,1.032,4,0.24
466.9945917,0.001,1.04245,127,0.21,1.036,4,0.228
467.9914131,0.001,1.05006,127,0.21,1.042,4,0.201
468.989382,0.001,1.04516,127,0.21,1.041,4,0.21
469.9906425,0.001,1.05066,127,0.21,1.042,4,0.214
470.9886813,0.001,1.05148,127,0.21,1.047,4,0.211
471.9897931,0.001,1.0498,127,0.21,1.05,4,0.198
472.9917324,0.001,1.0456,127,0.21,1.045,4,0.2
473.9894738,0.001,1.0412,127,0.21,1.044,4,0.194
474.9930327,0.001,1.0322,127,0.21,1.038,4,0.197
475.9892933,0.001,1.02584,127,0.21,1.03,4,0.199
476.9952245,0.001,1.01837,127,0.21,1.026,4,0.186
477.9885054,0.001,1.00815,127,0.21,1.015,4,0.192
478.9929872,0.001,0.999294,127,0.21,1.005,4,0.186
479.9878905,0.001,0.992308,127,0.21,0.997,4,0.184
480.9904447,0.001,0.982711,127,0.21,0.99,4,0.195
481.9958472,0.001,0.977045,127,0.21,0.983,4,0.191
482.9910467,0.001,0.967678,127,0.21,0.975,4,0.194
483.9886796,0.001,0.9628,127,0.21,0.967,4,0.186
485.0101821,0.001,0.95885,127,0.21,0.961,4,0.197
486.0367289,0.001,0.955506,127,0.21,0.958,4,0.195
487.0275466,0.001,0.955092,127,0.21,0.957,4,0.23
487.9919353,0.001,0.959051,127,0.21,0.958,4,0.233
488.9903071,0.001,0.965647,127,0.21,0.964,4,0.219
489.9912002,0.001,0.973878,127,0.21,0.97,4,0.237
490.9914324,0.001,0.980216,127,0.21,0.976,4,0.225
491.988869,0.001,0.983938,127,0.21,0.98,4,0.215
492.9888034,0.001,0.985519,127,0.21,0.982,4,0.221
494.3281779,0.001,0.989133,127,0.21,0.985,4,0.22
495.0523808,0.001,0.992097,127,0.21,0.989,4,0.215
496.23944,0.001,0.992745,127,0.21,0.989,4,0.198
497.2494781,0.001,0.989572,127,0.21,0.989,4,0.198
497.9921184,0.001,0.985103,127,0.21,0.985,4,0.202
498.9935975,0.001,0.98231,127,0.21,0.988,4,0.207
499.9919975,0.001,0.983753,127,0.21,0.983,4,0.215
500.9951644,0.001,0.98606,127,0.21,0.984,4,0.221
501.990027,0.001,0.990641,127,0.21,0.986,4,0.227
502.9926639,0.001,0.993735,127,0.21,0.99,4,0.223
503.9896717,0.001,0.998519,127,0.21,0.992,4,0.222
504.9934978,0.001,1.00595,127,0.21,1.001,4,0.226
505.9928839,0.001,1.00947,127,0.21,1.005,4,0.218
506.9924822,0.001,1.01164,127,0.21,1.008,4,0.217
507.9915257,0.001,1.01667,127,0.21,1.013,4,0.248
508.9913304,0.001,1.03308,127,0.21,1.023,4,0.248
509.9934635,0.001,1.0451,127,0.21,1.034,4,0.232
510.9915087,0.001,1.05333,127,0.21,1.045,4,0.229
511.9893718,0.001,1.06207,127,0.21,1.052,4,0.229
512.989553,0.001,1.06733,127,0.21,1.06,4,0.212
513.9917042,0.001,1.06697,127,0.21,1.059,4,0.208
514.9935846,0.001,1.06132,127,0.21,1.06,4,0.194
515.9969168,0.001,1.0552,127,0.21,1.055,4,0.195
516.9975996,0.001,1.05064,127,0.21,1.052,4,0.187
518.0177495,0.001,1.04223,127,0.21,1.05,4,0.189
519.0233209,0.001,1.0361,127,0.21,1.044,4,0.199
520.0074723,0.001,1.03144,127,0.21,1.035,4,0.2
521.0253298,0.001,1.0264,127,0.21,1.029,4,0.197
522.0393524,0.001,1.01968,127,0.21,1.025,4,0.193
523.0344024,0.001,1.01438,127,0.21,1.017,4,0.207
523.9911978,0.001,1.01304,127,0.21,1.016,4,0.22
524.9925518,0.001,1.01898,127,0.21,1.019,4,0.226
525.9933672,0.001,1.02504,127,0.21,1.023,4,0.221
526.9942188,0.001,1.02655,127,0.21,1.026,5,0.218
527.9933283,0.001,1.02987,127,0.21,1.029,5,0.217
528.9902785,0.001,1.03298,127,0.21,1.033,5,0.209
530.0005648,0.001,1.03394,127,0.21,1.033,5,0.19
530.992713,0.001,1.02645,127,0.21,1.028,5,0.198
531.9913094,0.001,1.02167,127,0.21,1.025,5,0.189
532.9892783,0.001,1.01756,127,0.21,1.02,5,0.192
533.9906459,0.001,1.00905,127,0.21,1.015,5,0.197
534.9899988,0.001,1.00155,127,0.21,1.008,5,0.192
535.9927671,0.001,0.993555,127,0.21,0.998,5,0.185
536.9943912,0.001,0.983359,127,0.21,0.994,5,0.207
537.990272,0.001,0.97903,127,0.21,0.988,5,0.2
538.9888818,0.001,0.978053,127,0.21,0.984,5,0.21
539.990756,0.001,0.976298,127,0.21,0.982,5,0.2
540.9926469,0.001,0.975699,127,0.21,0.98,5,0.225
541.9896536,0.001,0.975684,127,0.21,0.98,5,0.222
542.989615,0.001,0.980667,127,0.21,0.979,5,0.218
543.9909885,0.001,0.9875,127,0.21,0.985,5,0.228
544.9909203,0.001,0.998815,127,0.21,0.995,5,0.254
545.99248,0.001,1.01783,127,0.21,1.005,5,0.235
546.990144,0.001,1.02791,127,0.21,1.017,5,0.224
547.9896121,0.001,1.03561,127,0.21,1.025,5,0.233
548.9933577,0.001,1.04296,127,0.21,1.034,5,0.21
549.9922349,0.001,1.0472,127,0.21,1.042,5,0.207
550.9936874,0.001,1.0467,127,0.21,1.044,5,0.213
551.9900222,0.001,1.04552,127,0.21,1.045,5,0.196
552.993902,0.001,1.03978,127,0.21,1.044,5,0.202
554.0526061,0.001,1.03632,127,0.21,1.04,5,0.196
555.0505686,0.001,1.03275,127,0.21,1.035,5,0.201
556.2402918,0.001,1.02869,127,0.21,1.03,5,0.206
557.0865333,0.001,1.02744,127,0.21,1.029,5,0.214
557.9974163,0.001,1.02676,127,0.21,1.026,5,0.204
558.9987178,0.001,1.02453,127,0.21,1.025,5,0.201
559.9982049,0.001,1.01974,127,0.21,1.021,5,0.195
560.9955933,0.001,1.01268,127,0.21,1.014,5,0.188
561.994952,0.001,1.0042,127,0.21,1.009,5,0.188
562.9961438,0.001,0.99727,127,0.21,1.001,5,0.185
563.9964306,0.001,0.988518,127,0.21,0.995,5,0.185
564.9936466,0.001,0.975778,127,0.21,0.984,5,0.219
565.9939394,0.001,0.978064,127,0.21,0.983,5,0.199
566.9940784,0.001,0.97291,127,0.21,0.978,5,0.21
567.9905715,0.001,0.972808,127,0.21,0.975,5,0.203
568.9925067,0.001,0.974847,127,0.21,0.975,5,0.21
569.9906924,0.001,0.978099,127,0.21,0.977,5,0.211
570.9943759,0.001,0.974604,127,0.21,0.972,5,0.212
571.9960022,0.001,0.977971,127,0.21,0.975,5,0.227
572.9989364,0.001,0.982392,127,0.21,0.978,5,0.21
573.9927981,0.001,0.984435,127,0.21,0.982,5,0.222
574.991405,0.001,0.989737,127,0.21,0.984,5,0.229
575.9949749,0.001,0.993685,127,0.21,0.988,5,0.207
576.9938974,0.001,0.996836,127,0.21,0.991,5,0.223
577.996115,0.001,0.998979,127,0.21,0.994,5,0.216
578.9931509,0.001,1.00186,127,0.21,0.998,5,0.222
579.9905498,0.001,1.00412,127,0.21,1.003,5,0.216
580.9919841,0.001,1.00568,127,0.21,1.003,5,0.207
581.9908051,0.001,1.00773,127,0.21,1.005,5,0.211
582.9931955,0.001,1.00892,127,0.21,1.008,5,0.217
583.9922845,0.001,1.01217,127,0.21,1.01,5,0.217
584.997843,0.001,1.01361,127,0.21,1.014,5,0.206
585.9911366,0.001,1.01193,127,0.21,1.011,5,0.207
586.995404,0.001,1.01006,127,0.21,1.008,5,0.213
587.9905136,0.001,1.01043,127,0.21,1.011,5,0.207
588.9915204,0.001,1.01007,127,0.21,1.008,5,0.211
590.0034544,0.001,1.00838,127,0.21,1.008,5,0.21
591.0012157,0.001,1.00922,127,0.21,1.009,5,0.2
592.0021217,0.001,1.00804,127,0.21,1.008,5,0.206
593.0435805,0.001,1.00831,127,0.21,1.009,5,0.229
594.0307579,0.001,1.01372,127,0.21,1.008,5,0.228
595.042367,0.001,1.01852,127,0.21,1.015,5,0.217
596.0305171,0.001,1.02645,127,0.21,1.022,5,0.224
597.0367796,0.001,1.03053,127,0.21,1.027,5,0.218
597.9899933,0.001,1.03343,127,0.21,1.029,5,0.214
598.9914119,0.001,1.03524,127,0.21,1.029,5,0.228
599.9906812,0.001,1.04328,127,0.21,1.034,5,0.213
600.9923189,0.001,1.04411,127,0.21,1.039,5,0.209
601.9913375,0.001,1.04327,127,0.21,1.038,5,0.207
602.9920487,0.001,1.04377,127,0.21,1.042,5,0.2
603.9931843,0.001,1.03945,127,0.21,1.041,5,0.197
604.992595,0.001,1.03297,127,0.21,1.038,5,0.21
605.9921539,0.001,1.03171,127,0.21,1.035,5,0.209
606.9933467,0.001,1.03136,127,0.21,1.034,5,0.207
607.9963574,0.001,1.02405,127,0.21,1.028,5,0.193
608.9936614,0.001,1.01814,127,0.21,1.022,5,0.196
609.9921186,0.001,1.01154,127,0.21,1.017,5,0.187
610.9926486,0.001,1.00326,127,0.21,1.007,5,0.185
611.9922416,0.001,0.99323,127,0.21,1,5,0.186
612.9917917,0.001,0.984958,127,0.21,0.991,5,0.195
614.0521362,0.001,0.976392,127,0.21,0.982,5,0.194
615.048193,0.001,0.96749,127,0.21,0.976,5,0.185
616.0615788,0.001,0.959736,127,0.21,0.966,5,0.189
617.0773726,0.001,0.954073,127,0.21,0.961,5,0.204
617.9965823,0.001,0.948985,127,0.21,0.955,5,0.233
618.9932218,0.001,0.95194,127,0.21,0.955,5,0.212
619.997874,0.001,0.951458,127,0.21,0.955,5,0.211
621.0003307,0.001,0.955501,127,0.21,0.958,5,0.224
621.9955294,0.001,0.959877,127,0.21,0.958,5,0.216
622.9976401,0.001,0.956637,127,0.21,0.957,5,0.227
623.9916158,0.001,0.960847,127,0.21,0.959,5,0.216
624.9947298,0.001,0.966375,127,0.21,0.963,5,0.224
626.0079937,0.001,0.96986,127,0.21,0.967,5,0.219
627.013078,0.001,0.971054,127,0.21,0.97,5,0.205
628.023797,0.001,0.969776,127,0.21,0.97,5,0.208
629.0350354,0.001,0.967967,127,0.21,0.967,5,0.233
629.9956248,0.001,0.973837,127,0.21,0.973,5,0.237
631.0438025,0.001,0.982797,127,0.21,0.979,5,0.232
631.9918096,0.001,0.988416,127,0.21,0.988,5,0.204
632.9935861,0.001,0.988175,127,0.21,0.988,5,0.216
633.9940901,0.001,0.990372,127,0.21,0.986,5,0.21
634.9936707,0.001,0.992532,127,0.21,0.99,5,0.212
635.9941485,0.001,0.992172,127,0.21,0.99,5,0.193
636.9924438,0.001,0.984898,127,0.21,0.988,5,0.194
637.9939513,0.001,0.981535,127,0.21,0.983,5,0.212
638.9927504,0.001,0.980696,127,0.21,0.983,5,0.206
640.00108,0.001,0.982792,127,0.21,0.984,5,0.215
640.994256,0.001,0.985667,127,0.21,0.983,5,0.218
641.9909058,0.001,0.986629,127,0.21,0.986,5,0.216
642.9914036,0.001,0.994735,127,0.21,0.991,5,0.24
643.9941242,0.001,1.00365,127,0.21,1.001,5,0.245
644.9929254,0.001,1.01657,127,0.21,1.011,5,0.251
645.9965801,0.001,1.03359,127,0.21,1.025,5,0.237
646.9956088,0.001,1.04203,127,0.21,1.036,5,0.222
647.9951153,0.001,1.04574,127,0.21,1.04,6,0.214
648.9950955,0.001,1.04767,127,0.21,1.042,6,0.219
649.9942861,0.001,1.05205,127,0.21,1.045,6,0.215
650.9936919,0.001,1.05177,127,0.21,1.045,6,0.196
651.9924848,0.001,1.04507,127,0.21,1.045,6,0.188
652.992379,0.001,1.03785,127,0.21,1.04,6,0.22
653.9979973,0.001,1.041,127,0.21,1.044,6,0.205
655.0199218,0.001,1.0374,127,0.21,1.04,6,0.19
655.9956861,0.001,1.03237,127,0.21,1.034,6,0.195
656.9966183,0.001,1.03167,127,0.21,1.032,6,0.221
657.9928257,0.001,1.03301,127,0.21,1.032,6,0.219
658.9937971,0.001,1.03556,127,0.21,1.033,6,0.203
659.9930499,0.001,1.03136,127,0.21,1.03,6,0.198
660.9947333,0.001,1.02473,127,0.21,1.027,6,0.183
661.9931431,0.001,1.01418,127,0.21,1.02,6,0.194
662.9927475,0.001,1.00949,127,0.21,1.015,6,0.203
663.9928648,0.001,1.00434,127,0.21,1.01,6,0.192
664.9981759,0.001,0.997238,127,0.21,1.005,6,0.194
665.9956579,0.001,0.993376,127,0.21,1.001,6,0.198
666.9931989,0.001,0.98656,127,0.21,0.991,6,0.194
667.9989154,0.001,0.980842,127,0.21,0.986,6,0.185
668.99893,0.001,0.975682,127,0.21,0.979,6,0.218
670.0163467,0.001,0.973862,127,0.21,0.976,6,0.218
671.0219855,0.001,0.975471,127,0.21,0.975,6,0.215
672.0237808,0.001,0.982518,127,0.21,0.98,6,0.215
673.020937,0.001,0.987148,127,0.21,0.982,6,0.228
674.0452971,0.001,0.990285,127,0.21,0.985,6,0.218
675.0489895,0.001,0.997334,127,0.21,0.989,6,0.22
676.0591986,0.001,1.00127,127,0.21,0.995,6,0.227
677.0754006,0.001,1.00611,127,0.21,0.998,6,0.219
677.9924965,0.001,1.01051,127,0.21,1.004,6,0.228
679.0005028,0.001,1.01486,127,0.21,1.01,6,0.21
679.9990046,0.001,1.0157,127,0.21,1.014,6,0.203
680.9953043,0.001,1.01563,127,0.21,1.015,6,0.216
681.9956584,0.001,1.01658,127,0.21,1.015,6,0.193
682.9988987,0.001,1.01057,127,0.21,1.013,6,0.206
683.996222,0.001,1.00806,127,0.21,1.01,6,0.227
684.9975004,0.001,1.01143,127,0.21,1.013,6,0.21
685.9999347,0.001,1.01035,127,0.21,1.009,6,0.207
686.996057,0.001,1.01145,127,0.21,1.009,6,0.203
687.9977436,0.001,1.00882,127,0.21,1.007,6,0.196
688.9979587,0.001,1.00654,127,0.21,1.007,6,0.196
689.9972363,0.001,1.00302,127,0.21,1.004,6,0.198
691.000205,0.001,0.997904,127,0.21,1,6,0.213
691.9944713,0.001,0.99982,127,0.21,1.002,6,0.207
692.9987297,0.001,1.00215,127,0.21,1.002,6,0.213
693.9974203,0.001,1.00122,127,0.21,1.003,6,0.213
695.0020053,0.001,1.00097,127,0.21,1.001,6,0.209
695.9948964,0.001,1.00065,127,0.21,1.001,6,0.21
696.9941993,0.001,0.996561,127,0.21,1.001,6,0.199
697.9937708,0.001,0.993164,127,0.21,0.996,6,0.199
698.9947915,0.001,0.988204,127,0.21,0.994,6,0.194
700.0091705,0.001,0.984326,127,0.21,0.985,6,0.204
700.995507,0.001,0.982044,127,0.21,0.984,6,0.187
701.9925108,0.001,0.975493,127,0.21,0.979,6,0.2
702.9930844,0.001,0.968583,127,0.21,0.97,6,0.205
703.9941804,0.001,0.967025,127,0.21,0.969,6,0.208
705.0447946,0.001,0.965943,127,0.21,0.965,6,0.213
705.9974763,0.001,0.967489,127,0.21,0.966,6,0.208
706.9949427,0.001,0.96677,127,0.21,0.965,6,0.216
707.9983125,0.001,0.968211,127,0.21,0.965,6,0.2
708.993886,0.001,0.964121,127,0.21,0.964,6,0.202
709.9966841,0.001,0.960768,127,0.21,0.959,6,0.204
711.0096436,0.001,0.960652,127,0.21,0.96,6,0.213
712.0272973,0.001,0.963882,127,0.21,0.96,6,0.214
713.0183523,0.001,0.964597,127,0.21,0.961,6,0.201
714.0207062,0.001,0.963021,127,0.21,0.961,6,0.216
715.0255916,0.001,0.966157,127,0.21,0.964,6,0.209
715.9963822,0.001,0.968414,127,0.21,0.966,6,0.212
716.9964454,0.001,0.969853,127,0.21,0.97,6,0.207
717.9993365,0.001,0.966316,127,0.21,0.967,6,0.207
718.9967442,0.001,0.964873,127,0.21,0.97,6,0.193
719.9937031,0.001,0.96078,127,0.21,0.966,6,0.222
720.9989491,0.001,0.966947,127,0.21,0.969,6,0.215
721.9966183,0.001,0.971582,127,0.21,0.971,6,0.229
723.0055032,0.001,0.977357,127,0.21,0.976,6,0.217
723.9964859,0.001,0.98233,127,0.21,0.98,6,0.215
724.9968276,0.001,0.985537,127,0.21,0.983,6,0.22
725.9964883,0.001,0.991551,127,0.21,0.986,6,0.226
726.9955966,0.001,0.996957,127,0.21,0.991,6,0.243
727.9944825,0.001,1.00693,127,0.21,0.998,6,0.249
729.0012715,0.001,1.01924,127,0.21,1.009,6,0.223
729.9951982,0.001,1.02657,127,0.21,1.016,6,0.221
730.9994705,0.001,1.02827,127,0.21,1.021,6,0.221
731.9973276,0.001,1.02995,127,0.21,1.025,6,0.205
732.9960632,0.001,1.03104,127,0.21,1.028,6,0.226
734.0519819,0.001,1.03534,127,0.21,1.033,6,0.223
735.0628676,0.001,1.03842,127,0.21,1.035,6,0.218
736.2360892,0.001,1.04172,127,0.21,1.041,6,0.224
737.2552512,0.001,1.04806,127,0.21,1.047,6,0.212
737.9953671,0.001,1.04849,127,0.21,1.046,6,0.213
738.9949458,0.001,1.04585,127,0.21,1.047,6,0.186
739.9946218,0.001,1.0392,127,0.21,1.04,6,0.199
740.9948015,0.001,1.03477,127,0.21,1.036,6,0.203
741.9946449,0.001,1.03309,127,0.21,1.034,6,0.196
742.9955993,0.001,1.0267,127,0.21,1.028,6,0.201
743.9997265,0.001,1.02332,127,0.21,1.027,6,0.2
744.9971008,0.001,1.01707,127,0.21,1.021,6,0.195
745.9978154,0.001,1.01413,127,0.21,1.019,6,0.197
746.9968529,0.001,1.011,127,0.21,1.013,6,0.198
747.9931686,0.001,1.00459,127,0.21,1.008,6,0.21
748.9967539,0.001,1.00345,127,0.21,1.004,6,0.202
750.0057716,0.001,1.0016,127,0.21,1.002,6,0.215
751.0002849,0.001,1.00075,127,0.21,1.001,6,0.207
752.0067353,0.001,1.00112,127,0.21,1,6,0.207
753.0159442,0.001,1.00007,127,0.21,0.998,6,0.214
754.0118923,0.001,1.00102,127,0.21,1.001,6,0.217
755.0235701,0.001,0.999693,127,0.21,0.998,6,0.199
756.0412292,0.001,0.998193,127,0.21,1,6,0.213
757.0040584,0.001,1.00058,127,0.21,1.001,6,0.207
757.9974117,0.001,0.997576,127,0.21,0.998,6,0.196
758.9967456,0.001,0.990022,127,0.21,0.996,6,0.216
759.9945619,0.001,0.988798,127,0.21,0.992,6,0.205
760.9960337,0.001,0.987846,127,0.21,0.99,6,0.209
761.9952528,0.001,0.990512,127,0.21,0.989,6,0.213
762.9988444,0.001,0.991713,127,0.21,0.99,6,0.213
763.9964654,0.001,0.992189,127,0.21,0.99,6,0.21
764.996078,0.001,0.993835,127,0.21,0.99,6,0.216
765.9977036,0.001,0.996731,127,0.21,0.994,6,0.219
767.0001395,0.001,0.998883,127,0.21,0.994,6,0.22
767.9963233,0.001,1.00291,127,0.21,0.998,6,0.216
768.9986396,0.001,1.00568,127,0.21,1.001,7,0.223
769.9980237,0.001,1.00869,127,0.21,1.004,7,0.213
770.9999487,0.001,1.01035,127,0.21,1.007,7,0.213
771.9941056,0.001,1.01155,127,0.21,1.009,7,0.213
772.9972618,0.001,1.01121,127,0.21,1.01,7,0.205
773.9942715,0.001,1.01058,127,0.21,1.011,7,0.212
774.9979386,0.001,1.01118,127,0.21,1.01,7,0.197
775.9963443,0.001,1.00852,127,0.21,1.01,7,0.206
776.9988923,0.001,1.00541,127,0.21,1.007,7,0.204
777.9945498,0.001,1.00125,127,0.21,1.002,7,0.204
778.9988327,0.001,0.998372,127,0.21,1.002,7,0.194
779.9955437,0.001,0.995849,127,0.21,0.997,7,0.205
781.0061011,0.001,0.993587,127,0.21,0.992,7,0.193
781.9989119,0.001,0.987842,127,0.21,0.989,7,0.197
782.9991779,0.001,0.981454,127,0.21,0.982,7,0.202
783.99859,0.001,0.975672,127,0.21,0.979,7,0.21
784.9991729,0.001,0.97519,127,0.21,0.976,7,0.189
786.0000446,0.001,0.970013,127,0.21,0.973,7,0.198
786.9979079,0.001,0.963608,127,0.21,0.969,7,0.213
787.9957194,0.001,0.96133,127,0.21,0.965,7,0.205
788.9965868,0.001,0.961693,127,0.21,0.964,7,0.213
789.9965317,0.001,0.961099,127,0.21,0.963,7,0.218
790.9949608,0.001,0.96263,127,0.21,0.963,7,0.22
792.0047188,0.001,0.965996,127,0.21,0.966,7,0.22
792.9998062,0.001,0.969848,127,0.21,0.969,7,0.208
794.0517318,0.001,0.966732,127,0.21,0.97,7,0.201
795.2259634,0.001,0.964521,127,0.21,0.969,7,0.213
796.2333763,0.001,0.965464,127,0.21,0.966,7,0.213
797.077642,0.001,0.968072,127,0.21,0.971,7,0.214
797.9991071,0.001,0.968034,127,0.21,0.971,7,0.204
798.9953837,0.001,0.967763,127,0.21,0.971,7,0.215
799.9944866,0.001,0.966668,127,0.21,0.97,7,0.215
800.9963374,0.001,0.966565,127,0.21,0.967,7,0.204
801.9994013,0.001,0.964404,127,0.21,0.966,7,0.196
802.9985723,0.001,0.958975,127,0.21,0.961,7,0.21
803.9979503,0.001,0.9562,127,0.21,0.958,7,0.21
804.9956553,0.001,0.954878,127,0.21,0.954,7,0.206
805.9992294,0.001,0.952712,127,0.21,0.955,7,0.2
806.9991937,0.001,0.949344,127,0.21,0.952,7,0.207
807.9992726,0.001,0.948269,127,0.21,0.948,7,0.204
809.0011482,0.001,0.944733,127,0.21,0.944,7,0.205
809.9977989,0.001,0.945211,127,0.21,0.944,7,0.206
810.9995286,0.001,0.942928,127,0.21,0.942,7,0.192
811.9998457,0.001,0.93549,127,0.21,0.936,7,0.203
812.9979942,0.001,0.932605,127,0.21,0.933,7,0.186
813.9993942,0.001,0.925368,127,0.21,0.928,7,0.205
815.0582426,0.001,0.9212,127,0.21,0.927,7,0.204
816.1000547,0.001,0.919674,127,0.21,0.922,7,0.197
817.0986087,0.001,0.913219,127,0.21,0.917,7,0.216
817.9968889,0.001,0.910149,127,0.21,0.915,7,0.188
818.9951117,0.001,0.904607,127,0.21,0.908,7,0.217
819.9966183,0.001,0.907812,127,0.21,0.91,7,0.225
820.9974265,0.001,0.91237,127,0.21,0.913,7,0.243
821.9967718,0.001,0.924902,127,0.21,0.919,7,0.218
822.9953413,0.001,0.92947,127,0.21,0.925,7,0.224
824.0119047,0.001,0.933832,127,0.21,0.929,7,0.213
825.0001063,0.001,0.936795,127,0.21,0.934,7,0.224
826.0369611,0.001,0.939194,127,0.21,0.936,7,0.21
826.9984329,0.001,0.937389,127,0.21,0.935,7,0.202
827.9963639,0.001,0.930143,127,0.21,0.933,7,0.191
828.9979143,0.001,0.924391,127,0.21,0.933,7,0.187
829.9978704,0.001,0.917898,127,0.21,0.925,7,0.198
830.9978304,0.001,0.911083,127,0.21,0.919,7,0.195
831.9948933,0.001,0.904836,127,0.21,0.91,7,0.2
832.9956942,0.001,0.901602,127,0.21,0.908,7,0.198
834.0118678,0.001,0.902388,127,0.21,0.904,7,0.209
835.0172646,0.001,0.905752,127,0.21,0.905,7,0.22
836.0270808,0.001,0.91328,127,0.21,0.909,7,0.229
837.0268662,0.001,0.91967,127,0.21,0.916,7,0.235
838.0362818,0.001,0.926985,127,0.21,0.921,7,0.231
839.0395558,0.001,0.936593,127,0.21,0.929,7,0.228
839.9972751,0.001,0.945978,127,0.21,0.939,7,0.232
840.9985867,0.001,0.953872,127,0.21,0.948,7,0.219
842.0001106,0.001,0.959699,127,0.21,0.954,7,0.223
842.9984472,0.001,0.968977,127,0.21,0.964,7,0.222
844.0017917,0.001,0.974821,127,0.21,0.972,7,0.217
844.9989882,0.001,0.978358,127,0.21,0.977,7,0.213
845.9983878,0.001,0.980007,127,0.21,0.977,7,0.209
847.0007324,0.001,0.976489,127,0.21,0.98,7,0.203
847.9993308,0.001,0.974699,127,0.21,0.977,7,0.216
849.0010898,0.001,0.975611,127,0.21,0.977,7,0.198
849.9978635,0.001,0.970615,127,0.21,0.971,7,0.21
850.9961779,0.001,0.968818,127,0.21,0.972,7,0.199
851.9999399,0.001,0.961732,127,0.21,0.965,7,0.191
853.0008459,0.001,0.954333,127,0.21,0.958,7,0.214
854.049938,0.001,0.955652,127,0.21,0.958,7,0.224
855.2201974,0.001,0.959841,127,0.21,0.958,7,0.226
856.0635893,0.001,0.965514,127,0.21,0.961,7,0.229
857.0843511,0.001,0.969461,127,0.21,0.964,7,0.224
858.0005136,0.001,0.969022,127,0.21,0.966,7,0.198
859.0030575,0.001,0.969154,127,0.21,0.966,7,0.219
859.9993074,0.001,0.967823,127,0.21,0.966,7,0.229
861.0019541,0.001,0.972372,127,0.21,0.969,7,0.21
861.9967418,0.001,0.968469,127,0.21,0.966,7,0.213
862.9999857,0.001,0.971604,127,0.21,0.966,7,0.22
863.9964747,0.001,0.974238,127,0.21,0.97,7,0.234
865.0060167,0.001,0.979514,127,0.21,0.976,7,0.215
866.0011179,0.001,0.982167,127,0.21,0.977,7,0.224
867.0001819,0.001,0.985151,127,0.21,0.98,7,0.231
867.9989338,0.001,0.990476,127,0.21,0.988,7,0.214
868.9971726,0.001,0.991314,127,0.21,0.99,7,0.216
870.0024984,0.001,0.995261,127,0.21,0.994,7,0.226
871.0072737,0.001,1.00332,127,0.21,1.001,7,0.218
872.0168226,0.001,1.00943,127,0.21,1.01,7,0.222
873.0152943,0.001,1.01039,127,0.21,1.008,7,0.21
874.0223742,0.001,1.01048,127,0.21,1.009,7,0.205
875.0332897,0.001,1.00904,127,0.21,1.008,7,0.212
876.0407212,0.001,1.00797,127,0.21,1.007,7,0.199
877.0006683,0.001,1.00259,127,0.21,1.004,7,0.186
878.0006819,0.001,0.996466,127,0.21,0.996,7,0.208
878.9997292,0.001,0.994542,127,0.21,0.995,7,0.201
880.0000696,0.001,0.991279,127,0.21,0.994,7,0.19
880.9981313,0.001,0.985594,127,0.21,0.985,7,0.209
